alcohol_g_100g_ml,allowed_meals,carb_bucket,carb_conf,carb_evidence,carb_micro,carbohydrate_g_100g_ml,ciqual_code,energy_flag_ml,exclude,fat_g_100g_ml,fibres_g_100g_ml,is_baby_food,is_salty,is_sweet,kcal_calc_ml,kcal_sanitized,macro_tags,main_group,name,name_core,name_tags,protein_bucket,protein_conf,protein_evidence,protein_g_100g_ml,protein_micro,role_protein,role_side_carb,role_side_veg,salt_g_100g_ml,sub_group,sub_sub_group,sugars_g_100g_ml,tag_boiled,tag_breakfast_cereal,tag_breakfasty,tag_composite_dish_hint,tag_dairy_dessert_hint,tag_dessert_like,tag_drink,tag_fried,tag_fried_or_chips,tag_grilled,tag_healthy_fat_source,tag_heavy_sauce,tag_high_fibre_choice,tag_red_meat,tag_refined_carb,tag_roasted,tag_salad_like,tag_sauce_rich,tag_snack_like,tag_snackable,tag_starch_powder,tag_sugary_breakfast_cereal,tag_trans_risk,tag_ultra_processed_hint,tag_vegan_safe,tag_vegetarian_safe,uid,veg_bucket,veg_conf,veg_evidence,veg_micro,water_g_100g_ml,name_clean,canonical_name_guess,entity_level_guess,keep_for_food_db,review_flag,drop_reason
0.0,dinner;lunch,grains_refined,0.9,macro:name_hints:grains_refined,,15.8,26263,0,0,6.08,1.5,0,0,0,135.7,135.7,carb_high;fat_moderate,starters and dishes,"Rice salad, nicoise style, w sauce, prepacked","Rice salad, nicoise style",with_sauce;prepacked,,,,4.45,,0,1,1,0.76,mixed salads,,1.35,,0,0,,,0,,,0,,0,0,0,0,0,,1.0,,0,,,0,0,,1.0,1.0,rice-salad-nicoise-style-with-sauce-prepacked_26263,leafy_salad,0.9,macro:name_hints:leafy_salad,,73.7,"rice salad, nicoise style","rice salad, nicoise style",recipe_like,False,False,tag_salad_like
0.0,breakfast;dinner;lunch,,,,,20.6,26269,0,0,7.45,2.02,0,0,0,175.0,175.0,protein_moderate;carb_high;fat_moderate,starters and dishes,"Tabbouleh with chicken, prepacked",Tabbouleh with chicken,with_chicken;prepacked,animal_lean,0.9,macro:name_hints:animal_lean,6.4,,1,0,0,1.05,mixed salads,,2.48,,0,1,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,tabbouleh-with-chicken-prepacked_26269,,,,,62.6,tabbouleh with chicken,tabbouleh with chicken,recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,,,,,6.6,25900,0,0,1.12,1.8,0,0,0,51.4,55.0,carb_moderate;fat_low,starters and dishes,"Soup, lentils, prepacked, to be reheated","Soup, lentils, prepacked, to be reheated",prepacked,eggs,0.0,,3.74,,1,0,0,0.36,soups,,0.7,,0,1,,,0,,,0,,0,0,1,0,0,,,,0,,,0,0,,,,soup-lentils-prepacked-to-be-reheated_25900,,,,,85.8,"soup, lentils, prepacked, to be reheated","soup, lentils",recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,,,,,2.6,25901,0,0,0.8,0.4,0,1,0,30.0,30.8,carb_low;fat_low,starters and dishes,"Soup, chicken and vegetables, prepacked, to be reheated","Soup, chicken and vegetables, prepacked, to be reheated",prepacked,animal_lean,0.9,macro:name_hints:animal_lean,3.09,,1,0,0,1.75,soups,,1.2,,0,1,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,soup-chicken-and-vegetables-prepacked-to-be-reheated_25901,,,,,,"soup, chicken and vegetables, prepacked, to be reheated","soup, chicken and vegetables",recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,,,,,5.05,25903,0,0,1.56,1.1,0,0,0,37.3,39.4,protein_low;carb_moderate;fat_low,starters and dishes,"Soup, mixed vegetables, prepacked, to be reheated","Soup, mixed vegetables, prepacked, to be reheated",prepacked,eggs,0.0,,0.76,,1,0,0,0.69,soups,,1.72,,0,1,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,soup-mixed-vegetables-prepacked-to-be-reheated_25903,,,,,90.2,"soup, mixed vegetables, prepacked, to be reheated","soup, mixed vegetables",recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,2.88,25904,0,0,1.79,0.69,0,0,0,41.4,42.8,carb_low;fat_low,starters and dishes,"Soup, fish and/or crustacean, prepacked, to be reheated","Soup, fish and/or crustacean, prepacked, to be reheated",prepacked,fish_white,0.0,,3.45,,1,0,0,0.86,soups,,0.9,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,soup-fish-and-or-crustacean-prepacked-to-be-reheated_25904,,,,,89.4,"soup, fish and / or crustacean, prepacked, to be reheated","soup, fish and / or crustacean",recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,,,,,4.43,25905,0,0,1.22,1.16,0,0,0,32.1,34.5,protein_low;carb_low;fat_low,starters and dishes,"Soup, mixed vegetables, dehydrated and reconstituted","Soup, mixed vegetables, dehydrated and reconstituted",,eggs,0.0,,0.86,,1,0,0,0.69,soups,,1.07,,0,1,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,soup-mixed-vegetables-dehydrated-and-reconstituted_25905,,,,,90.9,"soup, mixed vegetables, dehydrated and reconstituted","soup, mixed vegetables",recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,potatoes,0.9,macro:name_hints:potatoes,,4.46,25907,0,0,1.51,1.28,0,0,0,34.6,37.1,protein_low;carb_low;fat_low,starters and dishes,"Soup, leek and potato, prepacked, to be reheated","Soup, leek and potato, prepacked, to be reheated",prepacked,eggs,0.0,,0.79,,1,1,0,0.73,soups,,0.81,,0,1,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,soup-leek-and-potato-prepacked-to-be-reheated_25907,,,,,90.8,"soup, leek and potato, prepacked, to be reheated","soup, leek and potato",recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,,,,,3.86,25908,0,0,1.0,0.56,0,0,0,29.6,30.8,protein_low;carb_low;fat_low,starters and dishes,"Soup, chicken and vermicelli, prepacked, to be reheated","Soup, chicken and vermicelli, prepacked, to be reheated",prepacked,animal_lean,0.9,macro:name_hints:animal_lean,1.3,,1,0,0,0.82,soups,,0.77,,0,1,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,soup-chicken-and-vermicelli-prepacked-to-be-reheated_25908,,,,,93.8,"soup, chicken and vermicelli, prepacked, to be reheated","soup, chicken and vermicelli",recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,,,,,0.1,25909,0,0,0.4,0.0,0,0,0,4.8,4.8,protein_low;carb_low;fat_low,starters and dishes,"Broth, stock or bouillon, meat and vegetables, dehydrated and reconstituted","Broth, stock or bouillon, meat and vegetables, dehydrated and reconstituted",,eggs,0.0,,0.2,,1,0,0,1.08,soups,,0.0,,0,1,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,broth-stock-or-bouillon-meat-and-vegetables-dehydrated-and-reconstituted_25909,,,,,98.1,"broth, stock or bouillon, meat and vegetables, dehydrated and reconstituted","broth, stock or bouillon, meat and vegetables",recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,,,,,4.93,25910,0,0,1.4,1.34,0,0,0,37.7,40.4,protein_low;carb_low;fat_low,starters and dishes,"Soup, onions, prepacked, to be reheated","Soup, onions, prepacked, to be reheated",prepacked,eggs,0.0,,1.35,,1,0,1,0.79,soups,,1.5,,0,1,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,soup-onions-prepacked-to-be-reheated_25910,,0.0,,,92.7,"soup, onions, prepacked, to be reheated","soup, onions",recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,,,,,4.09,25912,0,0,3.07,0.52,0,0,0,47.2,48.2,protein_low;carb_low,starters and dishes,"Soup, mushrooms, prepacked, to be reheated","Soup, mushrooms, prepacked, to be reheated",prepacked,eggs,0.0,,0.81,,1,0,0,0.78,soups,,0.91,,0,1,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,soup-mushrooms-prepacked-to-be-reheated_25912,,,,,92.0,"soup, mushrooms, prepacked, to be reheated","soup, mushrooms",recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,,,,,3.89,25913,0,0,1.41,1.22,0,0,0,30.7,33.2,protein_low;carb_low;fat_low,starters and dishes,"Soup, carrots, prepacked, to be reheated","Soup, carrots, prepacked, to be reheated",prepacked,eggs,0.0,,0.61,,1,0,1,0.65,soups,,1.82,,0,1,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,soup-carrots-prepacked-to-be-reheated_25913,cooked,0.0,,,91.2,"soup, carrots, prepacked, to be reheated","soup, carrots",recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,,,,,6.27,25914,0,0,0.99,0.88,0,0,0,37.0,38.7,protein_low;carb_moderate;fat_low,starters and dishes,"Soup, tomatoes, prepacked, to be reheated","Soup, tomatoes, prepacked, to be reheated",prepacked,eggs,0.0,,0.74,,1,0,1,0.64,soups,,2.95,,0,1,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,soup-tomatoes-prepacked-to-be-reheated_25914,salad_like,0.0,,,90.3,"soup, tomatoes, prepacked, to be reheated","soup, tomatoes",recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,,,,,5.4,25915,0,0,2.5,1.9,0,0,0,59.1,62.9,carb_moderate;fat_low,starters and dishes,"Soup, chorba frik, w meat and frik","Soup, chorba frik, w meat and frik",,eggs,0.0,,3.75,,1,0,0,0.84,soups,,0.9,,0,1,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,soup-chorba-frik-w-meat-and-frik_25915,,,,,85.1,"soup, chorba frik, w meat and frik","soup, chorba frik, w meat and frik",recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,,,,,5.6,25916,0,0,2.0,1.8,0,0,0,45.2,48.8,protein_low;carb_moderate;fat_low,starters and dishes,"Soup, minestrone, prepacked, to be reheated","Soup, minestrone, prepacked, to be reheated",prepacked,eggs,0.0,,1.2,,1,0,0,0.75,soups,,1.7,,0,1,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,soup-minestrone-prepacked-to-be-reheated_25916,,,,,89.4,"soup, minestrone, prepacked, to be reheated","soup, minestrone",recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,,,,,5.2,25917,0,0,0.35,0.8,0,0,0,28.8,30.4,protein_low;carb_moderate;fat_low,starters and dishes,"Soup, pistou (basil, garlic and olive oil), dehydrated and reconstituted","Soup, pistou, dehydrated and reconstituted",basil;garlic_and_olive_oil,eggs,0.0,,1.2,,1,0,0,0.64,soups,,1.2,,0,1,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,soup-pistou-basil-garlic-and-olive-oil-dehydrated-and-reconstituted_25917,,,,,89.4,"soup, pistou, dehydrated and reconstituted","soup, pistou",recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,5.09,25919,0,0,0.5,0.21,0,0,0,28.5,29.0,protein_low;carb_moderate;fat_low,starters and dishes,"Soup, fish and/or crustacean, dehydrated and reconstituted","Soup, fish and/or crustacean, dehydrated and reconstituted",,fish_white,0.0,,0.91,,1,0,0,0.63,soups,,1.06,,0,0,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,soup-fish-and-or-crustacean-dehydrated-and-reconstituted_25919,,,,,90.6,"soup, fish and / or crustacean, dehydrated and reconstituted","soup, fish and / or crustacean",recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,pasta_noodles,0.0,,,5.25,25923,0,0,0.44,0.49,0,0,0,28.8,29.8,protein_low;carb_moderate;fat_low,starters and dishes,"Soup, Asian-style with noodles, dehydrated and reconstituted","Soup, Asian-style with noodles, dehydrated and reconstituted",style:asian;with_noodles,eggs,0.0,,0.97,,1,1,0,0.84,soups,,1.21,,0,1,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,soup-asian-style-with-noodles-dehydrated-and-reconstituted_25923,,,,,93.3,"soup, asian-style with noodles, dehydrated and reconstituted","soup, asian-style with noodles",recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,,,,,5.77,25924,0,0,0.55,0.72,0,0,0,32.8,34.3,protein_low;carb_moderate;fat_low,starters and dishes,"Soup, Moroccan, dehydrated and reconstituted","Soup, Moroccan, dehydrated and reconstituted",,eggs,0.0,,1.2,,1,0,0,0.8,soups,,1.49,,0,1,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,soup-moroccan-dehydrated-and-reconstituted_25924,,,,,90.0,"soup, moroccan, dehydrated and reconstituted","soup, moroccan",recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,potatoes,0.9,macro:name_hints:potatoes,,4.84,25925,0,0,0.41,0.28,0,0,0,25.6,26.1,protein_low;carb_low;fat_low,starters and dishes,"Soup, leek and potato, dehydrated and reconstituted","Soup, leek and potato, dehydrated and reconstituted",,eggs,0.0,,0.63,,1,1,0,0.72,soups,,0.91,,0,1,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,soup-leek-and-potato-dehydrated-and-reconstituted_25925,,,,,92.8,"soup, leek and potato, dehydrated and reconstituted","soup, leek and potato",recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,,,,,4.58,25928,0,0,0.44,0.51,0,0,0,26.2,27.3,protein_low;carb_low;fat_low,starters and dishes,"Soup, chicken and vegetables, dehydrated and reconstituted","Soup, chicken and vegetables, dehydrated and reconstituted",,animal_lean,0.9,macro:name_hints:animal_lean,0.99,,1,0,0,0.73,soups,,0.55,,0,1,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,soup-chicken-and-vegetables-dehydrated-and-reconstituted_25928,,,,,,"soup, chicken and vegetables, dehydrated and reconstituted","soup, chicken and vegetables",recipe_like,False,False,main_group:starters and dishes
0.0,dinner;lunch,,,,,1.33,25930,0,0,0.15,0.0,0,0,0,9.1,9.05,protein_low;carb_low;fat_low,starters and dishes,"Broth, stock or bouillon, beef, dehydrated and reconstituted","Broth, stock or bouillon, beef, dehydrated and reconstituted",,lean_red,0.0,,0.6,,1,0,0,0.74,soups,,0.33,,0,0,,,0,,,0,,0,0,0,1,0,,,,0,,,0,0,,,,broth-stock-or-bouillon-beef-dehydrated-and-reconstituted_25930,,,,,97.6,"broth, stock or bouillon, beef, dehydrated and reconstituted","broth, stock or bouillon, beef",recipe_like,False,False,main_group:starters and dishes
0.0,breakfast;dinner;lunch,,,,,5.14,25932,0,0,1.31,0.28,0,0,0,34.8,35.3,protein_low;carb_moderate;fat_low,starters and dishes,"Soup, asparagus, dehydrated and reconstituted","Soup, asparagus, dehydrated and reconstituted",,eggs,0.0,,0.6,,1,0,0,0.76,soups,,0.99,,0,1,,,0,,,0,,0,0,0,0,0,,,,0,,,0,0,,,,soup-asparagus-dehydrated-and-reconstituted_25932,,,,,90.8,"soup, asparagus, dehydrated and reconstituted","soup, asparagus",recipe_like,False,False,main_group:starters and dishes
