recipe_id_candidate,source_index,display_name,source_category,source_subcategory,recipe_kind_guess,primary_protein,protein_hits_detected,review_status,review_reason,is_weird_or_random,is_too_american_processed,is_complete_meal_really,has_clear_protein,has_clear_carb_or_veg,likely_mapping_risk,title_quality_score,selection_reason,num_ingredients,num_steps
recipes_v1_1_candidate_025,52983,10-Minute Mushroom Carbonara,Mushrooms,Vegetarian Mushroom Main Dishes,complete_main,egg,egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,6,4
recipes_v1_1_candidate_026,26447,Hibachi Chicken and Rice Casserole,Dinner,Main Dishes,complete_main,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,15,7
recipes_v1_1_candidate_027,48111,Linda's Lasagna Recipe,Main Dishes,Lasagna,complete_main,beef,beef|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,15,6
recipes_v1_1_candidate_028,42049,Easy Skillet Lasagna,Lasagna,Meat Lasagna,complete_main,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,5
recipes_v1_1_candidate_029,56,Air Fryer Everything-Bagel Salmon Dinner,Air Fryer Recipes,Air Fryer Recipes,complete_main,fish,fish,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,12,5
recipes_v1_1_candidate_030,47574,Stuffed Eggplant,Main Dishes,Fall Main Dishes,complete_main,pork,pork,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,12,6
recipes_v1_1_candidate_031,13917,Spaghetti Squash Carbonara,Chef John,Chef John'S Main Dishes,complete_main,pork,pork|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,9
recipes_v1_1_candidate_032,26252,Slow Cooker Tuscan Chicken Meatballs with Gnocchi,Dinner,Slow Cooker Main Dishes,complete_main,chicken,chicken|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,9
recipes_v1_1_candidate_033,641,Ground Turkey and Zucchini Skillet,Allrecipes Allstar Recipes,Allrecipes Allstars Main Dishes,complete_main,turkey,turkey,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,13,4
recipes_v1_1_candidate_034,26250,Slow Cooker Chicken and Rice,Dinner,Slow Cooker Main Dishes,complete_main,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,5
recipes_v1_1_candidate_035,14435,Homemade Roasted Chicken Noodle Soup,Chicken Noodle Soups,Chicken Noodle Soups,soup,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,8,9
recipes_v1_1_candidate_036,42384,Prime Rib Soup,Leftovers,Beef Leftovers,soup,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,8,6
recipes_v1_1_candidate_037,15469,Asian Chicken Salad,Chinese,Chinese Main Dishes,salad,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,5,5
recipes_v1_1_candidate_038,25687,Classic Turkey and Rice Soup,Diabetic,Diabetic,soup,turkey,turkey,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,10,4
recipes_v1_1_candidate_039,43741,Black-Eyed Peas and Rice,Low Cholesterol,Low-Cholesterol Main Dishes,complete_main,pork,pork,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,3
recipes_v1_1_candidate_040,25792,Quinoa Chard Pilaf,Diabetic,Diabetic Main Dishes,complete_main,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,8,2
recipes_v1_1_candidate_041,25796,Harvest Patties,Diabetic,Diabetic Main Dishes,complete_main,egg,egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,8,4
recipes_v1_1_candidate_042,48781,Greek Feta and Spinach Potato Casserole,Main Dishes,Greek Main Dishes,complete_main,egg,egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,13,5
recipes_v1_1_candidate_043,26259,"Slow Cooker Chicken Thighs, Green Beans, and Potatoes",Dinner,Slow Cooker Main Dishes,complete_main,chicken,chicken|pork,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,12,7
recipes_v1_1_candidate_044,14323,Easy Chicken and Dumplings with Vegetables,Chicken And Dumplings,Chicken And Dumplings,complete_main,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,10,2
recipes_v1_1_candidate_045,55162,BLT Pasta Carbonara,Pasta Carbonara,Pasta Carbonara,complete_main,pork,pork|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,10,6
recipes_v1_1_candidate_046,5168,Alison's Slow Cooker Vegetable Beef Soup,Beef Recipes,Beef Soup,soup,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,10,1
recipes_v1_1_candidate_047,40706,Greek Green Beans,Kosher,Kosher Side Dishes,complete_main,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,7,2
recipes_v1_1_candidate_048,38085,Baked Rigatoni,Italian,Italian,complete_main,pork,pork,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,12,6
recipes_v1_1_candidate_049,46209,Classic Goulash,Main Dishes,Main Dish Soups And Stews,complete_main,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,12,6
recipes_v1_1_candidate_050,46018,Zucchini Chicken Rice Casserole,Main Dishes,Chicken Main Dishes,complete_main,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,16,9
recipes_v1_1_candidate_051,5680,Cabbage Borsht,Borscht,Borscht,complete_main,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,2
recipes_v1_1_candidate_052,14727,Teriyaki Chicken with Mushrooms and Broccoli,Chicken Teriyaki,Chicken Teriyaki,complete_main,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,3
recipes_v1_1_candidate_053,28309,Baked Chicken and Vegetable Rice Paper Rolls,Egg Rolls,Egg Rolls,complete_main,chicken,chicken|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,5
recipes_v1_1_candidate_054,36407,Dad's Lima Bean Soup with Ham Bone,Healthy Recipes,High-Fiber Recipes,soup,pork,pork,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,4
recipes_v1_1_candidate_055,46266,Chicken Adobo Fried Rice,Main Dishes,Rice Main Dishes,complete_main,chicken,chicken|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,13,4
recipes_v1_1_candidate_056,47165,Braised Beef Short Ribs,Main Dishes,Ribs,complete_main,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,13,4
recipes_v1_1_candidate_057,48399,Neck Bones and Lima Beans,Main Dishes,Southern Main Dishes,complete_main,pork,pork,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,13,4
recipes_v1_1_candidate_058,48498,Filipino Pancit Bihon with Canton,Main Dishes,Filipino Main Dishes,complete_main,chicken,chicken|fish,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,13,3
recipes_v1_1_candidate_059,649,Italian Meatballs on Parmesan Noodles,Allrecipes Allstar Recipes,Allrecipes Allstars Main Dishes,complete_main,beef,beef|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,13,7
recipes_v1_1_candidate_060,36805,Shrimp Pomelo Salad,High Fiber,High-Fiber Salads,salad,fish,fish,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,5,3
recipes_v1_1_candidate_061,55167,Zoodles alla Carbonara,Pasta Carbonara,Pasta Carbonara,complete_main,pork,pork|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,8,3
recipes_v1_1_candidate_062,131,Air Fryer Garlic Green Beans,Air Fryer Recipes,Air Fryer Side Dish Recipes,complete_main,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,5,3
recipes_v1_1_candidate_063,41552,Dad's Pan-Fried Green Beans,Labor Day,Labor Day Side Dishes,complete_main,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,6,3
recipes_v1_1_candidate_064,41554,Sweet and Spicy Green Beans,Labor Day,Labor Day Side Dishes,complete_main,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,6,3
recipes_v1_1_candidate_065,50784,Vegetarian Refried Beans,Mexican,Mexican Side Dishes,complete_main,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,7,3
recipes_v1_1_candidate_066,60027,Jasmine Rice,Vegetarian,Vegetarian Whole Grain,complete_main,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,7,2
recipes_v1_1_candidate_067,60282,Simple Cauliflower Soup,Vegetarian,Vegetarian Soups And Stews,soup,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,7,2
recipes_v1_1_candidate_068,37882,Instant Pot Potato and Bacon Soup,Instant Pot,"Instant Pot® Soups, Stews And Chili",soup,pork,pork,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,12,4
recipes_v1_1_candidate_069,2095,Vietnamese Salad Rolls,Appetizers And Snacks,Pasta Appetizers,salad,fish,fish,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,8,4
recipes_v1_1_candidate_070,45090,Hot Honey Salmon Bowls,Lunch,Bowl Recipes,complete_main,fish,fish,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,15,8
recipes_v1_1_candidate_071,26312,Roasted Tomato Hummus Toast,Dinner,Vegetarian Main Dishes,complete_main,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,4
recipes_v1_1_candidate_072,15134,Dutch Oven Chili Colorado,Chili Recipes,Chili Without Beans,soup,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,6
recipes_v1_1_candidate_073,35509,Mongo Guisado (Mung Bean Soup),Healthy Recipes,Healthy Soups And Stews,soup,fish,fish|pork,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,3
recipes_v1_1_candidate_074,42803,Adas bil Hamod (Lebanese Lentil Lemon Soup),Lentil Soups,Lentil Soups,soup,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,8,2
recipes_v1_1_candidate_075,48330,Mom's Goulash in the Microwave,Main Dishes,Goulash,complete_main,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,13,4
recipes_v1_1_candidate_076,55386,Shrimp Vermicelli Salad,Pasta Salads,Seafood Pasta Salad,salad,fish,fish,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,9,2
recipes_v1_1_candidate_077,55464,"Asian Pasta Salad with Beef, Broccoli and Bean Sprouts",Pasta Salads,Broccoli Pasta Salad,salad,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,9,3
recipes_v1_1_candidate_078,157,Spicy Air Fryer Green Beans,Air Fryer Recipes,Air Fryer Side Dish Recipes,complete_main,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,6,4
recipes_v1_1_candidate_079,34517,Chinese Garlic Green Beans,Healthy Recipes,Low-Calorie Recipes,complete_main,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,6,5
recipes_v1_1_candidate_080,36604,Mexican Rice and Beans,High Fiber,High-Fiber Main Dishes,complete_main,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,12,3
recipes_v1_1_candidate_081,48286,Tofu and Rice Stuffed Peppers,Main Dishes,Stuffed Bell Peppers,complete_main,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,12,5
recipes_v1_1_candidate_082,52996,Vegetable Curry with Coconut Milk,Mushrooms,Vegetarian Mushroom Main Dishes,complete_main,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,12,3
recipes_v1_1_candidate_083,640,Air Fryer Turkey Stuffed Peppers,Allrecipes Allstar Recipes,Allrecipes Allstars Main Dishes,complete_main,turkey,turkey|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,15,7
recipes_v1_1_candidate_084,45168,Copycat McChicken Sandwich,Lunch,Sandwiches,complete_main,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,7.0,main_complete_or_near_complete,14,6
recipes_v1_1_candidate_085,31744,Refried Beans Without the Refry,Gluten-Free,Gluten-Free Side Dishes,complete_main,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,8,6
recipes_v1_1_candidate_086,46267,One Pot Turmeric Chicken and Rice,Main Dishes,Rice Main Dishes,complete_main,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,16,6
recipes_v1_1_candidate_087,42899,Shrimp Lemon Pepper Linguini,Linguine,Linguine,complete_main,fish,fish,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,13,3
recipes_v1_1_candidate_088,41037,African Chicken Stew,Kwanzaa,Kwanzaa,soup,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,13,3
recipes_v1_1_candidate_089,14613,Filipino Chicken Salad,Chicken Salads,Bbq & Grilled Chicken Salads,salad,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,10,3
recipes_v1_1_candidate_090,673,BBQ Meatballs,Allrecipes Allstar Recipes,Allrecipes Allstars Main Dishes,complete_main,beef,beef|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,13,3
recipes_v1_1_candidate_091,46307,Vegetable Fried Rice,Main Dishes,Rice Main Dishes,complete_main,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,12,5
recipes_v1_1_candidate_092,31775,Thanksgiving Gluten-Free Stuffing,Gluten-Free,Gluten-Free Side Dishes,complete_main,egg,egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,10,6
recipes_v1_1_candidate_093,36519,Savory Vegetarian Quinoa,Healthy Recipes,Healthy Kid Recipes,complete_main,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,10,2
recipes_v1_1_candidate_094,9748,Sweet and Sour Stuffed Cabbage,Cabbage Rolls,Cabbage Rolls,complete_main,beef,beef|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,13,7
recipes_v1_1_candidate_095,15139,Beef and Butternut Squash Chili,Chili Recipes,Chili Without Beans,soup,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,13,3
recipes_v1_1_candidate_096,9515,Veggie Burgers,Burgers,Veggie Burgers,complete_main,egg,egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,4
recipes_v1_1_candidate_097,15181,Granny's Easy Chili,Chili Recipes,Vegetarian Chili,soup,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,2
recipes_v1_1_candidate_098,42830,Indian Sweet Potato and Lentil Soup,Lentil Soups,Lentil Soups,soup,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,3
recipes_v1_1_candidate_099,37610,Spicy Indian Dahl,Indian,Indian Main Dishes,complete_main,vegetarian,vegetarian,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,13,3
recipes_v1_1_candidate_100,731,Easy Deviled Egg Potato Salad,Allrecipes Allstar Recipes,Allrecipes Allstars Salad,salad,egg,egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,6,2
recipes_v1_1_candidate_101,15553,Simple Hot and Sour Soup,Chinese,Chinese Soups And Stews,soup,pork,pork|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,15,6
recipes_v1_1_candidate_102,34894,Navy Bean Soup,Healthy Recipes,Low Glycemic Impact Recipes,soup,pork,pork,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,15,3
recipes_v1_1_candidate_103,60492,Breadless Stuffing,Vegetarian,Vegetarian Thanksgiving,complete_main,egg,egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,12,4
recipes_v1_1_candidate_104,30139,Steak Fried Rice,Fried Rice,Fried Rice,complete_main,beef,beef|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,16,4
recipes_v1_1_candidate_105,37080,Spinach and Ricotta Tortellini,Homemade Pasta,Homemade Pasta,complete_main,egg,egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,10,8
recipes_v1_1_candidate_106,46275,Cabbage Fried Rice,Main Dishes,Rice Main Dishes,complete_main,egg,egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,13,4
recipes_v1_1_candidate_107,39511,American Potato Salad,July 4Th,4Th Of July Salads,salad,egg,egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,9,5
recipes_v1_1_candidate_108,662,Steak and Broccoli Stir Fry,Allrecipes Allstar Recipes,Allrecipes Allstars Main Dishes,near_complete_main,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,4
recipes_v1_1_candidate_109,48094,Randy's Slow Cooker Ravioli Lasagna,Main Dishes,Lasagna,near_complete_main,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,3
recipes_v1_1_candidate_110,42369,Cold Rice Salad,Leftovers,Rice Leftovers,salad,chicken,chicken|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,13,4
recipes_v1_1_candidate_111,52973,Nut Loaf Supreme,Mushrooms,Vegetarian Mushroom Main Dishes,complete_main,egg,egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,16,5
recipes_v1_1_candidate_112,632,Lemon Chicken Gnocchi,Allrecipes Allstar Recipes,Allrecipes Allstars Main Dishes,near_complete_main,chicken,chicken,keep,quality_pass,False,False,True,True,True,low,8.0,main_complete_or_near_complete,7,5
recipes_v1_1_candidate_113,13881,Campfire Carnitas,Chef John,Chef John'S Main Dishes,near_complete_main,pork,pork,keep,quality_pass,False,False,True,True,True,low,8.0,main_complete_or_near_complete,7,5
recipes_v1_1_candidate_114,42380,Fried Rice with Tofu,Leftovers,Rice Leftovers,complete_main,egg,egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,11,4
recipes_v1_1_candidate_115,42858,Ground Turkey Lettuce Wraps,Lettuce Wraps,Lettuce Wraps,near_complete_main,turkey,turkey,keep,quality_pass,False,False,True,True,True,low,8.0,main_complete_or_near_complete,5,2
recipes_v1_1_candidate_116,15457,"Velveting Chicken Breast, Chinese Restaurant Style",Chinese,Chinese Main Dishes,near_complete_main,chicken,chicken|egg,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,7,4
recipes_v1_1_candidate_117,26089,Tomato Basil Salmon,Dinner,Quick And Easy Dinners For One,near_complete_main,fish,fish,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,5,3
recipes_v1_1_candidate_118,40208,Korean Sweet Potato Noodles (Japchae),Korean,Korean Main Dishes,near_complete_main,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,6,6
recipes_v1_1_candidate_119,46950,Grilled Beef Tenderloin with Herb-Garlic-Pepper Coating,Main Dishes,Roasts,near_complete_main,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,7,7
recipes_v1_1_candidate_120,14428,Super Easy Chicken Noodle Soup,Chicken Noodle Soups,Chicken Noodle Soups,soup,chicken,chicken|egg,keep,quality_pass,False,False,True,True,True,medium,7.0,main_complete_or_near_complete,4,3
recipes_v1_1_candidate_121,43095,Broccoli Beef I,Low Calorie,200 Calorie Main Dishes,near_complete_main,beef,beef,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,8,2
recipes_v1_1_candidate_122,47609,Gourmet Chicken Sandwich,Main Dishes,Spring Main Dishes,near_complete_main,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,8,2
recipes_v1_1_candidate_123,48932,Blackened Shrimp Tacos,Main Dishes,Mexican Main Dishes,near_complete_main,fish,fish,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,13,4
recipes_v1_1_candidate_124,51399,Fish Tacos al Pastor,Mexican,Mexican Fish Tacos,near_complete_main,fish,fish,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,4,9
recipes_v1_1_candidate_125,46510,Chipotle Chicken Burgers,Main Dishes,Burgers,near_complete_main,chicken,chicken,keep,quality_pass,False,False,True,True,True,medium,8.0,main_complete_or_near_complete,4,4
recipes_v1_1_candidate_126,15634,Beefy Chinese Dumplings,Chinese,Chinese Beef Main Dishes,near_complete_main,beef,beef|egg,keep,quality_pass,False,False,True,True,True,low,8.0,main_complete_or_near_complete,10,3
recipes_v1_1_candidate_127,59429,Valerio's Pulled Pork Sandwich,Pork,Pork Sandwiches,near_complete_main,pork,pork,keep,quality_pass,False,False,True,True,True,low,8.0,main_complete_or_near_complete,7,7
