recipe_source_id,recipe_title_raw,category_raw,subcategory_raw,ingredient_index,ingredient_raw,section_name_raw,is_section_header,quantity_raw,quantity_value_low,quantity_value_high,unit_raw,unit_normalized,ingredient_text_clean,food_name_candidate,preparation_note,optional_flag,garnish_flag,alternative_flag,packaging_flag,parse_status,parse_notes,matched_food_id,matched_canonical_name,matched_display_name,matched_food_family_name,match_method,match_confidence,mapping_status,mapping_notes,candidate_count,candidate_food_ids_preview
pilot_recipe_final_016,Broiled Pork Chops,Dinner,Pork Chops,2,¾ cup water,,0,3/4,0.75,0.75,cup,cup,water,water,,0,0,0,0,parsed_clean,,food_water_bottled,water_bottled,"Water, bottled",Water,exact_family_name,medium,review_needed,exact food_family_name match,1,food_water_bottled
pilot_recipe_final_016,Broiled Pork Chops,Dinner,Pork Chops,10,6 (3/4 inch) thick pork chops,,0,6 (3/4 inch),6.0,6.0,,,thick pork chops,pork chops,thick,0,0,0,0,parsed_partial,leading_parenthetical_note; leading_descriptor_removed; preparation_note_from_commas; count_without_measure_unit,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,2,"food_pork_chop_grilled,food_pork_chop_raw"
pilot_recipe_final_019,Cheese-Filled Meat Loaf,Pork,Pork Meatloaf,4,"1 egg, beaten",,0,1,1.0,1.0,,,"egg, beaten",egg,beaten,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_egg_fried_salted,food_egg_fried_without_added_fat,food_egg_powder,food_egg_raw"
pilot_recipe_final_019,Cheese-Filled Meat Loaf,Pork,Pork Meatloaf,5,"1 clove garlic, minced",,0,1,1.0,1.0,clove,clove,"garlic, minced",garlic,minced,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_020,Chicken Bog,Main Dishes,Southern Main Dishes,1,6 cups water,,0,6,6.0,6.0,cups,cup,water,water,,0,0,0,0,parsed_clean,,food_water_bottled,water_bottled,"Water, bottled",Water,exact_family_name,medium,review_needed,exact food_family_name match,1,food_water_bottled
pilot_recipe_final_020,Chicken Bog,Main Dishes,Southern Main Dishes,3,"1 medium onion, chopped",,0,1,1.0,1.0,,,"medium onion, chopped",onion,medium; chopped,0,0,0,0,parsed_partial,size_descriptor_removed; preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw"
pilot_recipe_final_022,Classic Beef Stuffed Peppers,Main Dishes,Stuffed Bell Peppers,3,"3 eggs, beaten",,0,3,3.0,3.0,,,"eggs, beaten",eggs,beaten,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,4,"food_egg_fried_salted,food_egg_fried_without_added_fat,food_egg_powder,food_egg_raw"
pilot_recipe_final_023,Corned Beef and Cabbage,Beef Recipes,Beef Brisket,4,"1 large onion, sliced",,0,1,1.0,1.0,,,"large onion, sliced",onion,large; sliced,0,0,0,0,parsed_partial,size_descriptor_removed; preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw"
pilot_recipe_final_024,Crustless Cottage Cheese Mini Quiches,Main Dishes,Quiche,1,nonstick cooking spray,,0,,,,,,nonstick cooking spray,nonstick cooking spray,,0,0,0,0,review_needed,missing_quantity; mapping_risk_line,,,,,no_match,low,review_needed,no_exact_or_normalized_match,0,
pilot_recipe_final_024,Crustless Cottage Cheese Mini Quiches,Main Dishes,Quiche,2,3 eggs,,0,3,3.0,3.0,,,eggs,eggs,,0,0,0,0,parsed_partial,count_without_measure_unit,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,4,"food_egg_fried_salted,food_egg_fried_without_added_fat,food_egg_powder,food_egg_raw"
pilot_recipe_final_024,Crustless Cottage Cheese Mini Quiches,Main Dishes,Quiche,4,¼ cup milk,,0,1/4,0.25,0.25,cup,cup,milk,milk,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,3,"food_milk_powder_semi_skimmed,food_milk_powder_skimmed,food_milk_powder_whole"
pilot_recipe_final_025,"Easy Bacon, Onion, and Cheese-Stuffed Burgers",Main Dishes,Burgers,7,"1 medium onion, finely chopped",,0,1,1.0,1.0,,,"medium onion, finely chopped",onion,medium; finely chopped,0,0,0,0,parsed_partial,size_descriptor_removed; preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw"
pilot_recipe_final_026,Easy Ginger Beef,Beef Recipes,Beef Stir-Fry,6,"1 onion, chopped",,0,1,1.0,1.0,,,"onion, chopped",onion,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw"
pilot_recipe_final_026,Easy Ginger Beef,Beef Recipes,Beef Stir-Fry,8,¼ cup sweet and sour sauce,,0,1/4,0.25,0.25,cup,cup,sweet and sour sauce,sweet and sour sauce,,0,0,0,0,parsed_clean,,food_sweet_and_sour_sauce_prepacked,sweet_and_sour_sauce_prepacked,"Sweet and sour sauce, prepacked",Sweet and sour sauce,exact_family_name,medium,review_needed,exact food_family_name match,1,food_sweet_and_sour_sauce_prepacked
pilot_recipe_final_027,Easy Grilled Shrimp Fajitas,Mexican,Fajitas,3,"1 large onion, sliced into thin strips",,0,1,1.0,1.0,,,"large onion, sliced into thin strips",onion,large; sliced into thin strips,0,0,0,0,parsed_partial,size_descriptor_removed; preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw"
pilot_recipe_final_029,Easy Mahi Mahi Fish Tacos,Mexican,Mexican Fish Tacos,4,"1 medium tomato, diced",,0,1,1.0,1.0,,,"medium tomato, diced",tomato,medium; diced,0,0,0,0,parsed_partial,size_descriptor_removed; preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_tomato_dried,food_tomato_raw,food_tomato_roasted_baked,food_tomato_roasted_baked_with_skin"
pilot_recipe_final_029,Easy Mahi Mahi Fish Tacos,Mexican,Mexican Fish Tacos,9,cooking spray,,0,,,,,,cooking spray,cooking spray,,0,0,0,0,review_needed,missing_quantity; mapping_risk_line,,,,,no_match,low,review_needed,no_exact_or_normalized_match,0,
pilot_recipe_final_031,Easy Taco Casserole,Beef Recipes,Beef Casserole,3,½ cup chopped onion,,0,1/2,0.5,0.5,cup,cup,chopped onion,chopped onion,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,light_normalization_rule:chopped onion->onion; exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw"
pilot_recipe_final_031,Easy Taco Casserole,Beef Recipes,Beef Casserole,4,½ cup mayonnaise,,0,1/2,0.5,0.5,cup,cup,mayonnaise,mayonnaise,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_mayonnaise_70_fat_and_more_prepacked,food_mayonnaise_reduced_fat_or_light_mayonnaise_prepacked"
pilot_recipe_final_032,Fried Beef Ribs,Beef Recipes,Beef Ribs,8,"6 large eggs, beaten",,0,6,6.0,6.0,,,"large eggs, beaten",eggs,large; beaten,0,0,0,0,parsed_partial,size_descriptor_removed; preparation_note_from_commas; count_without_measure_unit,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,4,"food_egg_fried_salted,food_egg_fried_without_added_fat,food_egg_powder,food_egg_raw"
pilot_recipe_final_033,Garlic Butter Smoked Shrimp,Healthy Recipes,Keto Diet,1,"1 pound large shrimp, peeled and deveined",,0,1,1.0,1.0,pound,pound,"large shrimp, peeled and deveined",shrimp,large; peeled and deveined,0,0,0,0,parsed_partial,size_descriptor_removed; preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_shrimp_cooked,food_shrimp_frozen_raw"
pilot_recipe_final_033,Garlic Butter Smoked Shrimp,Healthy Recipes,Keto Diet,5,"1 clove garlic, minced",,0,1,1.0,1.0,clove,clove,"garlic, minced",garlic,minced,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_034,Garlic Ginger Chicken Meatball Bowls,Main Dishes,Meatballs,2,"4 cloves garlic, minced",,0,4,4.0,4.0,cloves,clove,"garlic, minced",garlic,minced,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_034,Garlic Ginger Chicken Meatball Bowls,Main Dishes,Meatballs,4,"1/2 onion, finely minced",,0,1/2,0.5,0.5,,,"onion, finely minced",onion,finely minced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw"
pilot_recipe_final_034,Garlic Ginger Chicken Meatball Bowls,Main Dishes,Meatballs,7,"1 large egg, lightly beaten",,0,1,1.0,1.0,,,"large egg, lightly beaten",egg,large; lightly beaten,0,0,0,0,parsed_partial,size_descriptor_removed; preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_egg_fried_salted,food_egg_fried_without_added_fat,food_egg_powder,food_egg_raw"
pilot_recipe_final_035,Gluten-Free Kalbi Beef,Beef Recipes,Beef Ribs,1,2 tablespoons sesame seeds,,0,2,2.0,2.0,tablespoons,tablespoon,sesame seeds,sesame seeds,,0,0,0,0,parsed_clean,,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,2,"food_sesame_seed,food_sesame_seed_grilled_husked"
pilot_recipe_final_035,Gluten-Free Kalbi Beef,Beef Recipes,Beef Ribs,6,2 tablespoons minced garlic,,0,2,2.0,2.0,tablespoons,tablespoon,minced garlic,minced garlic,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,light_normalization_rule:minced garlic->garlic; exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_036,Goat Cheese and Leek Quiche,Vegetarian,Vegetarian Quiche,3,3 eggs,,0,3,3.0,3.0,,,eggs,eggs,,0,0,0,0,parsed_partial,count_without_measure_unit,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,4,"food_egg_fried_salted,food_egg_fried_without_added_fat,food_egg_powder,food_egg_raw"
pilot_recipe_final_036,Goat Cheese and Leek Quiche,Vegetarian,Vegetarian Quiche,5,½ cup milk,,0,1/2,0.5,0.5,cup,cup,milk,milk,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,3,"food_milk_powder_semi_skimmed,food_milk_powder_skimmed,food_milk_powder_whole"
pilot_recipe_final_037,Grandma's Chicken Noodle Soup,Healthy Recipes,Low Glycemic Impact Recipes,7,1 cup chopped onion,,0,1,1.0,1.0,cup,cup,chopped onion,chopped onion,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,light_normalization_rule:chopped onion->onion; exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw"
pilot_recipe_final_037,Grandma's Chicken Noodle Soup,Healthy Recipes,Low Glycemic Impact Recipes,9,¼ cup water,,0,1/4,0.25,0.25,cup,cup,water,water,,0,0,0,0,parsed_clean,,food_water_bottled,water_bottled,"Water, bottled",Water,exact_family_name,medium,review_needed,exact food_family_name match,1,food_water_bottled
pilot_recipe_final_038,Grilled Balsamic and Soy Marinated Flank Steak,Beef Recipes,Bbq & Grilled Beef,1,"½ onion, chopped",,0,1/2,0.5,0.5,,,"onion, chopped",onion,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw"
pilot_recipe_final_038,Grilled Balsamic and Soy Marinated Flank Steak,Beef Recipes,Bbq & Grilled Beef,2,"3 cloves garlic, chopped",,0,3,3.0,3.0,cloves,clove,"garlic, chopped",garlic,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_038,Grilled Balsamic and Soy Marinated Flank Steak,Beef Recipes,Bbq & Grilled Beef,7,1 tablespoon rosemary,,0,1,1.0,1.0,tablespoon,tablespoon,rosemary,rosemary,,0,0,0,0,parsed_clean,,food_rosemary_dried,rosemary_dried,"Rosemary, dried",Rosemary,exact_family_name,medium,review_needed,exact food_family_name match,1,food_rosemary_dried
pilot_recipe_final_039,Grilled Catfish Tacos,Mexican,Mexican Fish Tacos,9,cooking spray,,0,,,,,,cooking spray,cooking spray,,0,0,0,0,review_needed,missing_quantity; mapping_risk_line,,,,,no_match,low,review_needed,no_exact_or_normalized_match,0,
pilot_recipe_final_040,Grilled London Broil,Beef Recipes,Bbq & Grilled Beef,7,"2 cloves garlic, minced",,0,2,2.0,2.0,cloves,clove,"garlic, minced",garlic,minced,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_041,Grilled Mahi Mahi in Thai Coconut Sauce,Main Dishes,Thai Main Dishes,5,"2 cloves garlic, minced",,0,2,2.0,2.0,cloves,clove,"garlic, minced",garlic,minced,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_043,Ham and Cheese Breakfast Casserole,Pork,Pork Casserole,2,"8 ounces cooked ham, cubed",,0,8,8.0,8.0,ounces,ounce,"cooked ham, cubed",cooked ham,cubed,0,0,0,0,parsed_partial,preparation_note_from_commas,food_cooked_ham_smoked,cooked_ham_smoked,"Cooked ham, smoked",Cooked ham,exact_family_name,medium,review_needed,exact food_family_name match,1,food_cooked_ham_smoked
pilot_recipe_final_043,Ham and Cheese Breakfast Casserole,Pork,Pork Casserole,5,6 eggs,,0,6,6.0,6.0,,,eggs,eggs,,0,0,0,0,parsed_partial,count_without_measure_unit,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,4,"food_egg_fried_salted,food_egg_fried_without_added_fat,food_egg_powder,food_egg_raw"
pilot_recipe_final_043,Ham and Cheese Breakfast Casserole,Pork,Pork Casserole,6,3 ½ cups milk,,0,3 1/2,3.5,3.5,cups,cup,milk,milk,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,3,"food_milk_powder_semi_skimmed,food_milk_powder_skimmed,food_milk_powder_whole"
pilot_recipe_final_045,Healthier Eggplant Parmesan,Healthy Recipes,Healthy Makeover Recipes,1,1 large egg,,0,1,1.0,1.0,,,large egg,egg,large,0,0,0,0,parsed_partial,size_descriptor_removed; preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_egg_fried_salted,food_egg_fried_without_added_fat,food_egg_powder,food_egg_raw"
pilot_recipe_final_045,Healthier Eggplant Parmesan,Healthy Recipes,Healthy Makeover Recipes,3,1 tablespoon water,,0,1,1.0,1.0,tablespoon,tablespoon,water,water,,0,0,0,0,parsed_clean,,food_water_bottled,water_bottled,"Water, bottled",Water,exact_family_name,medium,review_needed,exact food_family_name match,1,food_water_bottled
pilot_recipe_final_045,Healthier Eggplant Parmesan,Healthy Recipes,Healthy Makeover Recipes,5,"3 eggplant, peeled and thinly sliced",,0,3,3.0,3.0,,,"eggplant, peeled and thinly sliced",eggplant,peeled and thinly sliced,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_eggplant_cooked,food_eggplant_raw"
pilot_recipe_final_047,Herb-Crusted Pork Sirloin Roast,Pork,Pork Loin,3,2 teaspoons minced garlic,,0,2,2.0,2.0,teaspoons,teaspoon,minced garlic,minced garlic,,0,0,0,0,parsed_clean,,,,,,exact_family_name,medium,review_needed,light_normalization_rule:minced garlic->garlic; exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_048,Herb-Roasted Pork,Pork,Pork Loin,2,"1 clove garlic, minced",,0,1,1.0,1.0,clove,clove,"garlic, minced",garlic,minced,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_garlic_powder_dried,food_garlic_roasted_baked"
pilot_recipe_final_048,Herb-Roasted Pork,Pork,Pork Loin,5,1 (5 pound) boneless pork loin,,0,1 (5 pound),1.0,1.0,,,boneless pork loin,pork loin,boneless,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; leading_descriptor_removed; preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,2,"food_pork_loin_cooked,food_pork_loin_raw"
pilot_recipe_final_048,Herb-Roasted Pork,Pork,Pork Loin,8,¼ cup water,,0,1/4,0.25,0.25,cup,cup,water,water,,0,0,0,0,parsed_clean,,food_water_bottled,water_bottled,"Water, bottled",Water,exact_family_name,medium,review_needed,exact food_family_name match,1,food_water_bottled
pilot_recipe_final_049,Home-Fried Potatoes,Vegetarian,Vegetarian Breakfast And Brunch,3,"1 onion, chopped",,0,1,1.0,1.0,,,"onion, chopped",onion,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,exact_family_name,medium,review_needed,exact food_family_name match; ambiguous_candidate_set,4,"food_onion_cooked,food_onion_dried,food_onion_frozen_raw,food_onion_raw"
pilot_recipe_final_051,Hot Honey Grilled Carrots,Dinner,Side Dishes,1,1 pound carrots,,0,1,1.0,1.0,pound,pound,carrots,carrots,,0,0,0,0,parsed_clean,,,,,,family_fallback,low,review_needed,singularized food_family_name fallback; ambiguous_candidate_set,9,"food_carrot_boiled_cooked_in_water_crunchy,food_carrot_boiled_cooked_in_water_tender,food_carrot_canned_drained,food_carrot_cooked,food_carrot_dehydrated"
