food_id,canonical_name,display_name,food_family_name,entity_level,food_group,food_subgroup,energy_kcal_100g,protein_g_100g,carbs_g_100g,fat_g_100g,food_subgroup_detail,processing_state,preservation_state,fibre_g_100g,sugars_g_100g,salt_g_100g,water_g_100g,alcohol_g_100g,helper_macro_profile,helper_use_as_protein,helper_use_as_carb_side,helper_use_as_veg_side,helper_is_sweet,helper_is_salty,helper_is_drink,helper_is_vegetarian,helper_is_vegan,helper_protein_bucket,helper_carb_bucket,helper_veg_bucket,primary_source_uid,primary_source_name,primary_source_ciqual_code,primary_source_name_tags,qc_macro_complete,qc_taxonomy_complete,qc_canonicalization_status,qc_scope_status,qc_source_merge_count,qc_notes
food_salty_snacks_crackers_garnished_or_filled_with_cheese,salty_snacks_crackers_garnished_or_filled_with_cheese,"Salty snacks, crackers, garnished or filled with cheese","Salty snacks, crackers, garnished or filled with cheese",semi_atomic,cereal products,savoury biscuits,537.0,13.8,46.3,32.2,,,,3.37,5.38,1.89,1.65,0.0,protein_high;carb_high;fat_high,True,True,False,False,True,,,,,,,salty-snacks-crackers-garnished-or-filled-with-cheese_38401,"Salty snacks, crackers, garnished or filled with cheese",38401,with_cheese,True,True,normalized_from_source_name,review_non_ingredient_first,1,subgroup out of scope: savoury biscuits
food_salty_snacks_crackers_plain,salty_snacks_crackers_plain,"Salty snacks, crackers, plain","Salty snacks, crackers",semi_atomic,cereal products,savoury biscuits,499.0,10.5,59.0,23.9,,,,3.14,5.44,2.3,0.89,0.0,protein_high;carb_high;fat_high,False,True,False,False,True,,,,,,,salty-snacks-crackers-plain_38402,"Salty snacks, crackers, plain",38402,,True,True,normalized_from_source_name,review_non_ingredient_first,1,subgroup out of scope: savoury biscuits
food_salty_snacks_crackers_reduced_fat,salty_snacks_crackers_reduced_fat,"Salty snacks, crackers, reduced fat","Salty snacks, crackers",semi_atomic,cereal products,savoury biscuits,410.0,6.53,73.1,9.33,,,,3.67,3.97,3.0,4.05,0.0,protein_moderate;carb_high;fat_moderate,False,True,False,False,True,,,,,,,salty-snacks-crackers-reduced-fat_38403,"Salty snacks, crackers, reduced fat",38403,,True,True,normalized_from_source_name,review_non_ingredient_first,1,subgroup out of scope: savoury biscuits
food_puffed_salty_snacks_made_from_maize_corn_with_peanuts,puffed_salty_snacks_made_from_maize_corn_with_peanuts,"Puffed salty snacks, made from maize/corn, with peanuts","Puffed salty snacks, made from maize / corn",semi_atomic,cereal products,savoury biscuits,487.0,13.3,54.8,22.9,,,,3.99,3.13,1.88,2.33,0.0,protein_high;carb_high;fat_high,False,True,False,False,True,,True,True,,grains_refined,,puffed-salty-snacks-made-from-maize-corn-with-peanuts_38404,"Puffed salty snacks, made from maize/corn, with peanuts",38404,with_peanuts,True,True,normalized_from_source_name,review_non_ingredient_first,1,subgroup out of scope: savoury biscuits
food_salty_snacks_made_from_potato,salty_snacks_made_from_potato,"Salty snacks, made from potato","Salty snacks, made from potato",semi_atomic,cereal products,savoury biscuits,521.0,4.63,59.1,28.8,,,,3.31,2.86,1.62,1.85,0.0,carb_high;fat_high,False,True,False,False,True,,True,True,,potatoes,,salty-snacks-made-from-potato_38405,"Salty snacks, made from potato",38405,,True,True,normalized_from_source_name,review_non_ingredient_first,1,subgroup out of scope: savoury biscuits
food_coated_peanuts,coated_peanuts,Coated peanuts,Coated peanuts,semi_atomic,cereal products,savoury biscuits,518.0,15.8,45.4,29.7,,,,3.18,4.51,2.82,,0.0,protein_high;carb_high;fat_high,True,True,False,False,True,,,,veggie,breakfast_cereal,,coated-peanuts_38406,Coated peanuts,38406,,True,True,normalized_from_source_name,review_non_ingredient_first,1,subgroup out of scope: savoury biscuits
food_salty_snacks_puff_pastry,salty_snacks_puff_pastry,"Salty snacks, puff pastry","Salty snacks, puff pastry",semi_atomic,cereal products,savoury biscuits,509.0,12.3,53.7,26.5,,,,2.69,1.86,2.54,2.15,0.0,protein_high;carb_high;fat_high,False,True,False,False,True,,True,,,bakery,,salty-snacks-puff-pastry_38407,"Salty snacks, puff pastry",38407,,True,True,normalized_from_source_name,review_non_ingredient_first,1,subgroup out of scope: savoury biscuits
food_salted_crispy_crepe_with_cheese_prepacked,salted_crispy_crepe_with_cheese_prepacked,"Salted crispy crepe with cheese, prepacked",Salted crispy crepe with cheese,semi_atomic,cereal products,savoury biscuits,555.0,9.3,48.8,35.6,,,,1.25,14.2,1.73,,0.0,protein_moderate;carb_high;fat_high,True,True,False,True,True,,,,,,,salted-crispy-crepe-with-cheese-prepacked_38408,"Salted crispy crepe with cheese, prepacked",38408,with_cheese;prepacked,True,True,normalized_from_source_name,review_non_ingredient_first,1,subgroup out of scope: savoury biscuits
food_potato_starch,potato_starch,Potato starch,Potato starch,semi_atomic,,,348.0,0.0,86.3,0.2,,,,0.55,,0.009,12.7,0.0,protein_low;carb_high;fat_low,False,True,False,False,False,,True,True,,potatoes,,potato-starch_4090,Potato starch,4090,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_oatmeal_flakes,oatmeal_flakes,Oatmeal flakes,Oatmeal flakes,semi_atomic,,,367.0,13.3,57.9,6.51,,,,10.2,0.97,0.014,10.1,0.0,protein_high;carb_high;fat_moderate,False,False,False,False,False,,,,,breakfast_cereal,,oatmeal-flakes_9311,Oatmeal flakes,9311,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_wheat_flour_type_110,wheat_flour_type_110,"Wheat flour, type 110","Wheat flour, type 110",semi_atomic,,,343.0,9.61,68.6,1.5,,,,6.8,1.6,0.0,12.4,0.0,protein_moderate;carb_high;fat_low,True,False,False,False,False,,,,eggs,,,wheat-flour-type-110_9410,"Wheat flour, type 110",9410,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_wheat_flour_type_150,wheat_flour_type_150,"Wheat flour, type 150","Wheat flour, type 150",semi_atomic,,,342.0,11.4,64.9,1.52,,,,10.2,1.77,0.035,10.7,0.0,protein_high;carb_high;fat_low,True,False,False,False,False,,,,eggs,,,wheat-flour-type-150_9415,"Wheat flour, type 150",9415,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_wheat_flour_type_65,wheat_flour_type_65,"Wheat flour, type 65","Wheat flour, type 65",semi_atomic,,,346.0,13.6,67.6,1.0,,,,3.5,1.5,0.03,13.2,0.0,protein_high;carb_high;fat_low,True,False,False,False,False,,,,eggs,,,wheat-flour-type-65_9435,"Wheat flour, type 65",9435,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_wheat_flour_type_55_for_bread,wheat_flour_type_55_for_bread,"Wheat flour, type 55, for bread","Wheat flour, type 55",semi_atomic,,,350.0,9.03,73.7,1.0,,,,3.2,1.5,0.0,12.5,0.0,protein_moderate;carb_high;fat_low,True,False,False,False,False,,,,eggs,,,wheat-flour-type-55-for-bread_9436,"Wheat flour, type 55 (for bread)",9436,for_bread,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_wheat_flour_self_raising,wheat_flour_self_raising,"Wheat flour, self-raising","Wheat flour, self-raising",semi_atomic,,,350.0,9.12,74.0,1.0,,,,2.5,2.5,,,0.0,protein_moderate;carb_high;fat_low,True,False,False,False,False,,,,eggs,,,wheat-flour-self-raising_9437,"Wheat flour, self-raising",9437,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_wheat_flour_type_55_for_pastry,wheat_flour_type_55_for_pastry,"Wheat flour, type 55, for pastry","Wheat flour, type 55",semi_atomic,,,356.0,9.06,75.9,0.82,,,,2.5,0.41,0.098,11.3,0.0,protein_moderate;carb_high;fat_low,True,False,False,False,False,,,,eggs,,,wheat-flour-type-55-for-pastry_9440,"Wheat flour, type 55 (for pastry)",9440,for_pastry,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_wheat_flour_type_80,wheat_flour_type_80,"Wheat flour, type 80","Wheat flour, type 80",semi_atomic,,,355.0,9.95,73.2,1.18,,,,4.2,1.77,,10.7,0.0,protein_moderate;carb_high;fat_low,True,False,False,False,False,,,,eggs,,,wheat-flour-type-80_9445,"Wheat flour, type 80",9445,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_spelt_flour,spelt_flour,Spelt flour,Spelt flour,semi_atomic,,,352.0,11.4,64.0,3.0,,,,9.3,1.3,0.0,10.8,0.0,protein_high;carb_high,True,False,False,False,False,,,,eggs,,,spelt-flour_9480,Spelt flour,9480,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_maize_corn_starch,maize_corn_starch,Maize/corn starch,Maize / corn starch,semi_atomic,,,362.0,0.43,89.2,0.25,,,,0.8,0.0,0.019,9.26,0.0,protein_low;carb_high;fat_low,False,False,False,False,False,,,,,,,maize-corn-starch_9510,Maize/corn starch,9510,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_rice_flour,rice_flour,Rice flour,Rice flour,semi_atomic,,,357.0,7.62,73.9,2.5,,,,3.3,0.9,0.0,11.4,0.0,protein_moderate;carb_high;fat_low,True,True,False,False,False,,,,eggs,grains_refined,,rice-flour_9520,Rice flour,9520,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_rye_flour_type_170,rye_flour_type_170,"Rye flour, type 170","Rye flour, type 170",semi_atomic,,,262.8,15.9,44.8,2.22,,,,23.8,2.31,0.005,10.8,0.0,protein_high;carb_high;fat_low,True,False,False,False,False,,,,eggs,,,rye-flour-type-170_9530,"Rye flour, type 170",9530,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_rye_flour_type_85,rye_flour_type_85,"Rye flour, type 85","Rye flour, type 85",semi_atomic,,,344.0,8.12,70.7,1.37,,,,7.15,0.93,0.005,12.0,0.0,protein_moderate;carb_high;fat_low,True,False,False,False,False,,,,eggs,,,rye-flour-type-85_9532,"Rye flour, type 85",9532,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_rye_flour_type_130,rye_flour_type_130,"Rye flour, type 130","Rye flour, type 130",semi_atomic,,,344.0,7.24,70.9,1.12,,,,9.5,1.1,0.006,9.9,0.0,protein_moderate;carb_high;fat_low,True,False,False,False,False,,,,eggs,,,rye-flour-type-130_9533,"Rye flour, type 130",9533,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_buckwheat_flour,buckwheat_flour,Buckwheat flour,Buckwheat flour,semi_atomic,,,348.0,11.5,68.4,2.19,,,,4.2,0.03,0.042,12.1,0.0,protein_high;carb_high;fat_low,True,False,False,False,False,,,,eggs,,,buckwheat-flour_9540,Buckwheat flour,9540,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_maize_corn_flour,maize_corn_flour,Maize/corn flour,Maize / corn flour,semi_atomic,,,361.0,6.23,78.1,2.1,,,,2.55,0.64,0.002,10.5,0.0,protein_moderate;carb_high;fat_low,True,False,False,False,False,,,,eggs,,,maize-corn-flour_9545,Maize/corn flour,9545,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_barley_flour,barley_flour,Barley flour,Barley flour,semi_atomic,,,339.0,9.91,64.5,2.3,,,,8.85,0.8,0.008,13.1,0.0,protein_moderate;carb_high;fat_low,True,False,False,False,False,,,,eggs,,,barley-flour_9550,Barley flour,9550,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_millet_flour,millet_flour,Millet flour,Millet flour,semi_atomic,,,350.0,10.2,63.2,4.1,,,,9.7,0.5,0.0,10.3,0.0,protein_high;carb_high,True,False,False,False,False,,,,eggs,,,millet-flour_9555,Millet flour,9555,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_chick_pea_flour,chick_pea_flour,Chick pea flour,Chick pea flour,semi_atomic,,,359.0,22.4,47.0,6.69,,,,10.8,10.9,0.16,10.3,0.0,protein_high;carb_high;fat_moderate,True,False,False,False,False,,True,True,veg_pulses,,,chick-pea-flour_9580,Chick pea flour,9580,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_soya_flour,soya_flour,Soya flour,Soya flour,semi_atomic,,,460.0,35.8,22.9,21.4,,,,10.0,7.5,0.019,5.13,0.0,protein_high;carb_high;fat_high,True,False,False,False,False,,,,eggs,,,soya-flour_20900,Soya flour,20900,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_rice_starch,rice_starch,Rice starch,Rice starch,semi_atomic,,,343.0,0.6,85.0,0.0,,,,,,,14.2,0.0,protein_low;carb_high;fat_low,False,True,False,False,False,,True,True,,grains_refined,,rice-starch_96781,Rice starch,96781,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_thin_crust_pizza_shell_raw,thin_crust_pizza_shell_raw,"Thin-crust pizza shell, raw",Thin-crust pizza shell,atomic,,,279.0,7.71,44.6,7.01,,raw,,1.87,2.21,1.89,36.2,0.0,protein_moderate;carb_high;fat_moderate,False,False,False,False,True,,,,,,,thin-crust-pizza-shell-raw_23402,"Thin-crust pizza shell, raw",23402,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_short_crust_pastry_raw,short_crust_pastry_raw,"Short crust pastry, raw",Short crust pastry,atomic,,,377.0,5.35,43.6,19.5,,raw,,1.8,3.77,1.06,28.6,0.0,protein_moderate;carb_high;fat_high,False,False,False,False,False,,,,,,,short-crust-pastry-raw_23410,"Short crust pastry, raw",23410,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_pastry_short_crust_baked,pastry_short_crust_baked,"Pastry, short crust, baked","Pastry, short crust",semi_atomic,,,505.0,7.47,58.3,26.4,,baked,,0.9,,1.73,4.9,0.0,protein_moderate;carb_high;fat_high,False,False,False,False,True,,,,,,,pastry-short-crust-baked_23412,"Pastry, short crust, baked",23412,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_short_crust_pastry_pure_butter_raw,short_crust_pastry_pure_butter_raw,"Short crust pastry, pure butter, raw","Short crust pastry, pure butter",atomic,,,384.0,5.77,44.9,19.5,,raw,,1.88,3.23,1.49,,0.0,protein_moderate;carb_high;fat_high,False,False,False,False,False,,,,,,,short-crust-pastry-pure-butter-raw_23414,"Short crust pastry, pure butter, raw",23414,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_short_crust_pastry_pure_butter_frozen_raw,short_crust_pastry_pure_butter_frozen_raw,"Short crust pastry, pure butter, frozen, raw","Short crust pastry, pure butter",atomic,,,387.0,5.65,43.3,20.7,,raw,frozen,1.6,7.55,0.83,,0.0,protein_moderate;carb_high;fat_high,False,False,False,False,False,,,,,,,short-crust-pastry-pure-butter-frozen-raw_23415,"Short crust pastry, pure butter, frozen, raw",23415,frozen,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_pastry_short_crust_pure_butter_cooked,pastry_short_crust_pure_butter_cooked,"Pastry, short crust, pure butter, cooked","Pastry, short crust, pure butter",semi_atomic,,,497.0,7.58,61.1,23.9,,cooked,,1.7,3.22,1.25,3.9,0.0,protein_moderate;carb_high;fat_high,False,False,False,False,False,,,,,,,pastry-short-crust-pure-butter-cooked_23416,"Pastry, short crust, pure butter, cooked",23416,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_puff_pastry_raw,puff_pastry_raw,"Puff pastry, raw",Puff pastry,atomic,,,377.0,5.41,41.4,20.4,,raw,,1.87,2.31,1.15,29.5,0.0,protein_moderate;carb_high;fat_high,False,False,False,False,False,,,,,,,puff-pastry-raw_23420,"Puff pastry, raw",23420,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_puff_pastry_frozen_raw,puff_pastry_frozen_raw,"Puff pastry, frozen, raw",Puff pastry,atomic,,,400.0,3.28,33.3,27.4,,raw,frozen,3.05,1.7,1.12,31.8,0.0,carb_high;fat_high,False,False,False,False,False,,,,,,,puff-pastry-frozen-raw_23421,"Puff pastry, frozen, raw",23421,frozen,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_puff_pastry_cooked,puff_pastry_cooked,"Puff pastry, cooked",Puff pastry,semi_atomic,,,531.0,7.19,54.1,31.0,,cooked,,1.8,0.3,1.57,3.94,0.0,protein_moderate;carb_high;fat_high,False,False,False,False,True,,,,,,,puff-pastry-cooked_23422,"Puff pastry, cooked",23422,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_puff_pastry_pure_butter_raw,puff_pastry_pure_butter_raw,"Puff pastry, pure butter, raw","Puff pastry, pure butter",atomic,,,368.0,5.6,39.7,20.1,,raw,,2.32,3.03,1.37,30.9,0.0,protein_moderate;carb_high;fat_high,False,False,False,False,False,,,,,,,puff-pastry-pure-butter-raw_23424,"Puff pastry, pure butter, raw",23424,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_puff_pastry_pure_butter_frozen_raw,puff_pastry_pure_butter_frozen_raw,"Puff pastry, pure butter, frozen, raw","Puff pastry, pure butter",atomic,,,398.0,4.99,35.3,25.8,,raw,frozen,1.4,1.33,0.86,,0.0,carb_high;fat_high,False,False,False,False,False,,,,,,,puff-pastry-pure-butter-frozen-raw_23425,"Puff pastry, pure butter, frozen, raw",23425,frozen,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_puff_pastry_pure_butter_cooked,puff_pastry_pure_butter_cooked,"Puff pastry, pure butter, cooked","Puff pastry, pure butter",semi_atomic,,,509.0,4.61,57.0,28.7,,cooked,,1.2,1.05,1.03,7.15,0.0,carb_high;fat_high,False,False,False,False,False,,,,,,,puff-pastry-pure-butter-cooked_23426,"Puff pastry, pure butter, cooked",23426,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_filo_or_phyllo_pastry_sheets_baked_without_fat,filo_or_phyllo_pastry_sheets_baked_without_fat,"Filo or phyllo pastry sheets, baked, without fat",Filo or phyllo pastry sheets,semi_atomic,,,378.0,6.16,82.4,1.76,,baked,,3.0,,,2.3,0.0,protein_moderate;carb_high;fat_low,False,False,False,False,False,,,,,,,filo-or-phyllo-pastry-sheets-baked-without-fat_23430,"Filo or phyllo pastry sheets, baked, without fat",23430,without_fat,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_shortbread_dough_raw,shortbread_dough_raw,"Shortbread dough, raw",Shortbread dough,atomic,,,404.0,5.3,51.0,19.6,,raw,,1.2,13.0,0.25,,0.0,protein_moderate;carb_high;fat_high,True,True,False,True,False,,,,eggs,bakery,,shortbread-dough-raw_23440,"Shortbread dough, raw",23440,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_shortbread_dough_cooked,shortbread_dough_cooked,"Shortbread dough, cooked",Shortbread dough,semi_atomic,,,505.0,5.7,64.4,24.6,,cooked,,1.5,22.9,0.27,3.4,0.0,protein_moderate;carb_high;fat_high,True,True,False,True,False,,,,eggs,bakery,,shortbread-dough-cooked_23442,"Shortbread dough, cooked",23442,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_shortbread_dough_pure_butter_raw,shortbread_dough_pure_butter_raw,"Shortbread dough, pure butter, raw","Shortbread dough, pure butter",atomic,,,383.0,5.95,53.6,15.8,,raw,,1.65,13.4,0.029,,0.0,protein_moderate;carb_high;fat_high,True,True,False,True,False,,,,eggs,bakery,,shortbread-dough-pure-butter-raw_23444,"Shortbread dough, pure butter, raw",23444,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_phyllo_or_filo_dough_raw,phyllo_or_filo_dough_raw,"Phyllo or filo dough, raw",Phyllo or filo dough,atomic,,,289.0,7.1,50.8,6.0,,raw,,1.9,0.18,1.21,32.6,0.0,protein_moderate;carb_high;fat_moderate,True,False,False,False,False,,,,eggs,,,phyllo-or-filo-dough-raw_23445,"Phyllo or filo dough, raw",23445,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_shortbread_dough_pure_butter_frozen_raw,shortbread_dough_pure_butter_frozen_raw,"Shortbread dough, pure butter, frozen, raw","Shortbread dough, pure butter",atomic,,,423.0,4.9,60.9,17.5,,raw,frozen,1.2,21.3,0.17,,0.0,carb_high;fat_high,True,True,False,True,False,,,,eggs,bakery,,shortbread-dough-pure-butter-frozen-raw_23446,"Shortbread dough, pure butter, frozen, raw",23446,frozen,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_shortbread_dough_pure_butter_cooked,shortbread_dough_pure_butter_cooked,"Shortbread dough, pure butter, cooked","Shortbread dough, pure butter",semi_atomic,,,469.0,6.2,63.0,20.9,,cooked,,1.9,20.1,0.47,7.2,0.0,protein_moderate;carb_high;fat_high,True,True,False,True,False,,,,eggs,bakery,,shortbread-dough-pure-butter-cooked_23448,"Shortbread dough, pure butter, cooked",23448,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
food_pizza_base_raw,pizza_base_raw,"Pizza base, raw",Pizza base,atomic,,,240.0,7.05,44.2,3.45,,raw,,2.2,1.4,1.31,,0.0,protein_moderate;carb_high,False,False,False,False,False,,,,,,,pizza-base-raw_37001,"Pizza base, raw",37001,,True,False,normalized_from_source_name,review_missing_taxonomy,1,missing food_group or food_subgroup
