recipe_source_id,recipe_title_raw,category_raw,subcategory_raw,ingredient_index,ingredient_raw,section_name_raw,is_section_header,quantity_raw,quantity_value_low,quantity_value_high,unit_raw,unit_normalized,ingredient_text_clean,food_name_candidate,preparation_note,optional_flag,garnish_flag,alternative_flag,packaging_flag,parse_status,parse_notes,matched_food_id,matched_canonical_name,matched_display_name,matched_food_family_name,match_method,match_confidence,mapping_status,mapping_notes,candidate_count,candidate_food_ids_preview
pilot_recipe_final_002,Ahi Tuna Tacos with Pineapple Salsa,Mexican,Mexican Fish Tacos,3,2 teaspoons ground cumin,,0,2,2.0,2.0,teaspoons,teaspoon,ground cumin,ground cumin,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_002,Ahi Tuna Tacos with Pineapple Salsa,Mexican,Mexican Fish Tacos,6,1 pound ahi tuna steaks,,0,1,1.0,1.0,pound,pound,ahi tuna steaks,ahi tuna steaks,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_002,Ahi Tuna Tacos with Pineapple Salsa,Mexican,Mexican Fish Tacos,7,2 tablespoons olive oil,,0,2,2.0,2.0,tablespoons,tablespoon,olive oil,olive oil,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_002,Ahi Tuna Tacos with Pineapple Salsa,Mexican,Mexican Fish Tacos,8,4 tablespoons fat-free sour cream,,0,4,4.0,4.0,tablespoons,tablespoon,fat-free sour cream,fat-free sour cream,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_002,Ahi Tuna Tacos with Pineapple Salsa,Mexican,Mexican Fish Tacos,9,"4 (10 inch) flour tortillas, warmed",,0,4 (10 inch),4.0,4.0,,,"flour tortillas, warmed",flour tortillas,warmed,0,0,0,0,parsed_partial,leading_parenthetical_note; preparation_note_from_commas; count_without_measure_unit,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_003,Air Fryer Blackened Chicken Breasts,Healthy Recipes,Keto Diet,2,1 teaspoon ground thyme,,0,1,1.0,1.0,teaspoon,teaspoon,ground thyme,ground thyme,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_003,Air Fryer Blackened Chicken Breasts,Healthy Recipes,Keto Diet,3,1 teaspoon cumin,,0,1,1.0,1.0,teaspoon,teaspoon,cumin,cumin,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_003,Air Fryer Blackened Chicken Breasts,Healthy Recipes,Keto Diet,5,½ teaspoon onion powder,,0,1/2,0.5,0.5,teaspoon,teaspoon,onion powder,onion powder,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_003,Air Fryer Blackened Chicken Breasts,Healthy Recipes,Keto Diet,7,¼ teaspoon salt,,0,1/4,0.25,0.25,teaspoon,teaspoon,salt,salt,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_003,Air Fryer Blackened Chicken Breasts,Healthy Recipes,Keto Diet,8,2 teaspoons vegetable oil,,0,2,2.0,2.0,teaspoons,teaspoon,vegetable oil,vegetable oil,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_003,Air Fryer Blackened Chicken Breasts,Healthy Recipes,Keto Diet,9,"2 (6 ounce) skinless, boneless chicken breast halves",,0,2 (6 ounce),2.0,2.0,,,"skinless, boneless chicken breast halves",chicken breast halves,boneless; skinless,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; leading_descriptor_removed; preparation_note_from_commas; count_without_measure_unit,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_004,Apple Butter Meatballs,Main Dishes,Meatballs,1,1/2 pound ground beef,,0,1/2,0.5,0.5,pound,pound,ground beef,ground beef,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_004,Apple Butter Meatballs,Main Dishes,Meatballs,2,1/2 pound ground pork,,0,1/2,0.5,0.5,pound,pound,ground pork,ground pork,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_004,Apple Butter Meatballs,Main Dishes,Meatballs,3,1/4 cup panko bread crumbs,,0,1/4,0.25,0.25,cup,cup,panko bread crumbs,panko bread crumbs,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_004,Apple Butter Meatballs,Main Dishes,Meatballs,4,1/4 cup white onion,,0,1/4,0.25,0.25,cup,cup,white onion,white onion,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_004,Apple Butter Meatballs,Main Dishes,Meatballs,7,3/4 teaspoon salt,,0,3/4,0.75,0.75,teaspoon,teaspoon,salt,salt,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_004,Apple Butter Meatballs,Main Dishes,Meatballs,8,1/2 teaspoon granulated garlic,,0,1/2,0.5,0.5,teaspoon,teaspoon,granulated garlic,granulated garlic,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_005,Asian Pork Tenderloin,Main Dishes,Roasts,1,1 (2 pound) fat-trimmed pork tenderloin,,0,1 (2 pound),1.0,1.0,,,fat-trimmed pork tenderloin,pork tenderloin,fat-trimmed,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; leading_descriptor_removed; preparation_note_from_commas; count_without_measure_unit,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_005,Asian Pork Tenderloin,Main Dishes,Roasts,2,⅓ cup lite soy sauce,,0,1/3,0.3333333333333333,0.3333333333333333,cup,cup,lite soy sauce,lite soy sauce,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_005,Asian Pork Tenderloin,Main Dishes,Roasts,4,2 tablespoons Worcestershire sauce,,0,2,2.0,2.0,tablespoons,tablespoon,Worcestershire sauce,Worcestershire sauce,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_005,Asian Pork Tenderloin,Main Dishes,Roasts,5,"3 green onions, chopped",,0,3,3.0,3.0,,,"green onions, chopped",green onions,chopped,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_005,Asian Pork Tenderloin,Main Dishes,Roasts,7,2 tablespoons packed light brown sugar,,0,2,2.0,2.0,tablespoons,tablespoon,packed light brown sugar,packed light brown sugar,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_005,Asian Pork Tenderloin,Main Dishes,Roasts,8,1 ½ tablespoons Asian chile paste,,0,1 1/2,1.5,1.5,tablespoons,tablespoon,Asian chile paste,Asian chile paste,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_005,Asian Pork Tenderloin,Main Dishes,Roasts,9,1 ½ teaspoons pepper,,0,1 1/2,1.5,1.5,teaspoons,teaspoon,pepper,pepper,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_006,Asian-Style Meatloaf,Pork,Pork Meatloaf,1,1 ½ pounds ground beef,,0,1 1/2,1.5,1.5,pounds,pound,ground beef,ground beef,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_006,Asian-Style Meatloaf,Pork,Pork Meatloaf,2,½ pound ground pork,,0,1/2,0.5,0.5,pound,pound,ground pork,ground pork,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_006,Asian-Style Meatloaf,Pork,Pork Meatloaf,3,"3 slices bread, broken up into small pieces",,0,3,3.0,3.0,slices,slice,"bread, broken up into small pieces",bread,broken up into small pieces,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_006,Asian-Style Meatloaf,Pork,Pork Meatloaf,5,"2 stalks celery, finely chopped",,0,2,2.0,2.0,stalks,stalk,"celery, finely chopped",celery,finely chopped,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_006,Asian-Style Meatloaf,Pork,Pork Meatloaf,8,2 tablespoons hoisin sauce,,0,2,2.0,2.0,tablespoons,tablespoon,hoisin sauce,hoisin sauce,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_006,Asian-Style Meatloaf,Pork,Pork Meatloaf,9,1 tablespoon minced fresh ginger,,0,1,1.0,1.0,tablespoon,tablespoon,minced fresh ginger,minced fresh ginger,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_007,Authentic Chicken Adobo,Main Dishes,Filipino Main Dishes,1,2 cups coconut vinegar,,0,2,2.0,2.0,cups,cup,coconut vinegar,coconut vinegar,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_007,Authentic Chicken Adobo,Main Dishes,Filipino Main Dishes,7,"3 teaspoons annatto powder, divided",,0,3,3.0,3.0,teaspoons,teaspoon,"annatto powder, divided",annatto powder,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_007,Authentic Chicken Adobo,Main Dishes,Filipino Main Dishes,8,5 ½ pounds cut-up chicken parts,,0,5 1/2,5.5,5.5,pounds,pound,cut-up chicken parts,cut-up chicken parts,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_007,Authentic Chicken Adobo,Main Dishes,Filipino Main Dishes,9,"3 tablespoons vegetable oil, divided",,0,3,3.0,3.0,tablespoons,tablespoon,"vegetable oil, divided",vegetable oil,divided,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_008,BBQ NY Strip,Beef Recipes,Beef Ribs,1,4 (6 ounce) New York strip steaks,,0,4 (6 ounce),4.0,4.0,,,New York strip steaks,New York strip steaks,,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; count_without_measure_unit,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_008,BBQ NY Strip,Beef Recipes,Beef Ribs,2,½ cup extra virgin olive oil,,0,1/2,0.5,0.5,cup,cup,extra virgin olive oil,extra virgin olive oil,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_008,BBQ NY Strip,Beef Recipes,Beef Ribs,3,½ cup Worcestershire sauce,,0,1/2,0.5,0.5,cup,cup,Worcestershire sauce,Worcestershire sauce,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_008,BBQ NY Strip,Beef Recipes,Beef Ribs,4,¼ cup steak seasoning,,0,1/4,0.25,0.25,cup,cup,steak seasoning,steak seasoning,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_008,BBQ NY Strip,Beef Recipes,Beef Ribs,6,1 tablespoon red wine vinegar,,0,1,1.0,1.0,tablespoon,tablespoon,red wine vinegar,red wine vinegar,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_008,BBQ NY Strip,Beef Recipes,Beef Ribs,8,½ teaspoon Italian seasoning,,0,1/2,0.5,0.5,teaspoon,teaspoon,Italian seasoning,Italian seasoning,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_009,Bacon-Wrapped Pork Medallions,Pork,Pork Tenderloin,2,1 teaspoon seasoning salt,,0,1,1.0,1.0,teaspoon,teaspoon,seasoning salt,seasoning salt,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_009,Bacon-Wrapped Pork Medallions,Pork,Pork Tenderloin,5,8 slices bacon,,0,8,8.0,8.0,slices,slice,bacon,bacon,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_009,Bacon-Wrapped Pork Medallions,Pork,Pork Tenderloin,6,2 pounds pork tenderloin,,0,2,2.0,2.0,pounds,pound,pork tenderloin,pork tenderloin,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_009,Bacon-Wrapped Pork Medallions,Pork,Pork Tenderloin,7,2 tablespoons butter,,0,2,2.0,2.0,tablespoons,tablespoon,butter,butter,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_009,Bacon-Wrapped Pork Medallions,Pork,Pork Tenderloin,8,2 tablespoons olive oil,,0,2,2.0,2.0,tablespoons,tablespoon,olive oil,olive oil,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_010,Beef Noodle Soup,Beef Recipes,Beef Soup,1,1 pound cubed beef stew meat,,0,1,1.0,1.0,pound,pound,cubed beef stew meat,cubed beef stew meat,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_010,Beef Noodle Soup,Beef Recipes,Beef Soup,3,1 cup chopped celery,,0,1,1.0,1.0,cup,cup,chopped celery,chopped celery,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_010,Beef Noodle Soup,Beef Recipes,Beef Soup,4,1 cup chopped carrots,,0,1,1.0,1.0,cup,cup,chopped carrots,chopped carrots,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_010,Beef Noodle Soup,Beef Recipes,Beef Soup,5,¼ cup beef bouillon granules,,0,1/4,0.25,0.25,cup,cup,beef bouillon granules,beef bouillon granules,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_010,Beef Noodle Soup,Beef Recipes,Beef Soup,9,2 ½ cups frozen egg noodles,,0,2 1/2,2.5,2.5,cups,cup,frozen egg noodles,frozen egg noodles,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_011,Beef Tenderloin with Dijon Cream Sauce,Main Dishes,Beef Main Dishes,2,"2 tablespoons butter, softened",,0,2,2.0,2.0,tablespoons,tablespoon,"butter, softened",butter,softened,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_011,Beef Tenderloin with Dijon Cream Sauce,Main Dishes,Beef Main Dishes,3,3 1/2 teaspoons orcestershire sauce,,0,3 1/2,3.5,3.5,teaspoons,teaspoon,orcestershire sauce,orcestershire sauce,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_011,Beef Tenderloin with Dijon Cream Sauce,Main Dishes,Beef Main Dishes,4,1 teaspoon salt,,0,1,1.0,1.0,teaspoon,teaspoon,salt,salt,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_011,Beef Tenderloin with Dijon Cream Sauce,Main Dishes,Beef Main Dishes,7,1/4 cup ijon mustard,,0,1/4,0.25,0.25,cup,cup,ijon mustard,ijon mustard,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_011,Beef Tenderloin with Dijon Cream Sauce,Main Dishes,Beef Main Dishes,8,2 dashes hot sauce,,0,2,2.0,2.0,dashes,dash,hot sauce,hot sauce,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_012,"Bo Luc Lac ""French-Vietnamese Shaking Beef""",Main Dishes,French Main Dishes,2,2 tablespoons oyster sauce,,0,2,2.0,2.0,tablespoons,tablespoon,oyster sauce,oyster sauce,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_012,"Bo Luc Lac ""French-Vietnamese Shaking Beef""",Main Dishes,French Main Dishes,3,1 ½ tablespoons white sugar,,0,1 1/2,1.5,1.5,tablespoons,tablespoon,white sugar,white sugar,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_012,"Bo Luc Lac ""French-Vietnamese Shaking Beef""",Main Dishes,French Main Dishes,4,1 tablespoon fish sauce,,0,1,1.0,1.0,tablespoon,tablespoon,fish sauce,fish sauce,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_012,"Bo Luc Lac ""French-Vietnamese Shaking Beef""",Main Dishes,French Main Dishes,7,1 teaspoon hoisin sauce,,0,1,1.0,1.0,teaspoon,teaspoon,hoisin sauce,hoisin sauce,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_012,"Bo Luc Lac ""French-Vietnamese Shaking Beef""",Main Dishes,French Main Dishes,8,"1 ½ pounds beef top sirloin, cut into 1-inch cubes",,0,1 1/2,1.5,1.5,pounds,pound,"beef top sirloin, cut into 1-inch cubes",beef top sirloin,cut into 1-inch cubes,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_013,Bourbon Bacon Pulled Pork,Pork,Pork Loin,2,1 teaspoon onion powder,,0,1,1.0,1.0,teaspoon,teaspoon,onion powder,onion powder,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_013,Bourbon Bacon Pulled Pork,Pork,Pork Loin,3,1 teaspoon salt,,0,1,1.0,1.0,teaspoon,teaspoon,salt,salt,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_013,Bourbon Bacon Pulled Pork,Pork,Pork Loin,6,1 cup packed brown sugar,,0,1,1.0,1.0,cup,cup,packed brown sugar,packed brown sugar,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_013,Bourbon Bacon Pulled Pork,Pork,Pork Loin,7,½ cup bourbon,,0,1/2,0.5,0.5,cup,cup,bourbon,bourbon,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_013,Bourbon Bacon Pulled Pork,Pork,Pork Loin,8,⅓ cup apple cider vinegar,,0,1/3,0.3333333333333333,0.3333333333333333,cup,cup,apple cider vinegar,apple cider vinegar,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_013,Bourbon Bacon Pulled Pork,Pork,Pork Loin,9,"8 slices cooked bacon, crumbled",,0,8,8.0,8.0,slices,slice,"cooked bacon, crumbled",cooked bacon,crumbled,0,0,0,0,parsed_partial,preparation_note_from_commas,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_014,Breaded Center Cut Pork Chops,Main Dishes,Steaks And Chops,1,2 cups all-purpose flour,,0,2,2.0,2.0,cups,cup,all-purpose flour,all-purpose flour,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_014,Breaded Center Cut Pork Chops,Main Dishes,Steaks And Chops,4,2 cups seasoned bread crumbs,,0,2,2.0,2.0,cups,cup,seasoned bread crumbs,seasoned bread crumbs,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_014,Breaded Center Cut Pork Chops,Main Dishes,Steaks And Chops,5,1 teaspoon lemon pepper,,0,1,1.0,1.0,teaspoon,teaspoon,lemon pepper,lemon pepper,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_014,Breaded Center Cut Pork Chops,Main Dishes,Steaks And Chops,8,¼ teaspoon dried dill weed,,0,1/4,0.25,0.25,teaspoon,teaspoon,dried dill weed,dried dill weed,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_014,Breaded Center Cut Pork Chops,Main Dishes,Steaks And Chops,9,1 teaspoon Italian-style seasoning,,0,1,1.0,1.0,teaspoon,teaspoon,Italian-style seasoning,Italian-style seasoning,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_014,Breaded Center Cut Pork Chops,Main Dishes,Steaks And Chops,10,6 (3/4 inch thick) center cut pork chops,,0,6 (3/4 inch thick),6.0,6.0,,,center cut pork chops,center cut pork chops,,0,0,0,0,parsed_partial,leading_parenthetical_note; count_without_measure_unit,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_015,"Broiled Chicken Breasts with Herbs, Carrots, and Red Potatoes",Healthy Recipes,Healthy Kid Recipes,1,"4 (4 ounce) skinless, boneless chicken breast halves",,0,4 (4 ounce),4.0,4.0,,,"skinless, boneless chicken breast halves",chicken breast halves,boneless; skinless,0,0,0,0,parsed_partial,pack_size_note; leading_parenthetical_note; leading_descriptor_removed; preparation_note_from_commas; count_without_measure_unit,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_015,"Broiled Chicken Breasts with Herbs, Carrots, and Red Potatoes",Healthy Recipes,Healthy Kid Recipes,3,1 teaspoon chopped fresh rosemary,,0,1,1.0,1.0,teaspoon,teaspoon,chopped fresh rosemary,chopped fresh rosemary,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_015,"Broiled Chicken Breasts with Herbs, Carrots, and Red Potatoes",Healthy Recipes,Healthy Kid Recipes,4,1 tablespoon chopped fresh thyme,,0,1,1.0,1.0,tablespoon,tablespoon,chopped fresh thyme,chopped fresh thyme,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_015,"Broiled Chicken Breasts with Herbs, Carrots, and Red Potatoes",Healthy Recipes,Healthy Kid Recipes,5,1 tablespoon chopped fresh sage,,0,1,1.0,1.0,tablespoon,tablespoon,chopped fresh sage,chopped fresh sage,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_015,"Broiled Chicken Breasts with Herbs, Carrots, and Red Potatoes",Healthy Recipes,Healthy Kid Recipes,7,"4 red potatoes, cut into 1-inch pieces",,0,4,4.0,4.0,,,"red potatoes, cut into 1-inch pieces",red potatoes,cut into 1-inch pieces,0,0,0,0,parsed_partial,preparation_note_from_commas; count_without_measure_unit,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
pilot_recipe_final_015,"Broiled Chicken Breasts with Herbs, Carrots, and Red Potatoes",Healthy Recipes,Healthy Kid Recipes,8,1 tablespoon extra-virgin olive oil,,0,1,1.0,1.0,tablespoon,tablespoon,extra-virgin olive oil,extra-virgin olive oil,,0,0,0,0,parsed_clean,,,,,,no_match,low,unmapped,no_exact_or_normalized_match,0,
