recipe_id_candidate,source_index,display_name,ingredient_position,ingredient_raw_text,ingredient_name_parsed,ingredient_name_normalized,quantity_value,quantity_unit,quantity_grams_estimated,parse_status,fooddb_version_used,mapped_food_id,mapped_food_canonical_name,mapping_status,mapping_confidence,mapping_method,mapping_notes
recipes_v1_1_candidate_002,42042,Alysia's Basic Meat Lasagna,8,1 teaspoon dried oregano,dried oregano,oregano,1.0,teaspoon,1,parsed_partial,fooddb_v1_1_draft_round2,food_oregano_dried,oregano_dried,accepted_auto,medium,round2_promotion_v1_1,round2_promotion_v1_1:dried_herb_exact:oregano; parsed_name=dried oregano
recipes_v1_1_candidate_003,45080,Salmon Couscous Salad,1,1/2 cup mayonnaise,mayonnaise,mayonnaise,0.5,cup,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_mayonnaise_70_fat_and_more_prepacked,food_mayonnaise_reduced_fat_or_light_mayonnaise_prepacked"
recipes_v1_1_candidate_003,45080,Salmon Couscous Salad,2,1/2 cup buttermilk,buttermilk,buttermilk,0.5,cup,122.5,parsed_clean,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_003,45080,Salmon Couscous Salad,3,1/4 cup pesto,pesto,pesto,0.25,cup,,parsed_partial,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_003,45080,Salmon Couscous Salad,4,"1 lemon, juiced",lemon,lemon,1.0,count,58.0,parsed_partial,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_003,45080,Salmon Couscous Salad,5,1 clove garlic,garlic,garlic,1.0,clove,3.0,parsed_clean,fooddb_v1_1_draft_round2,food_garlic_fresh,garlic_fresh,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:garlic->food_garlic_fresh
recipes_v1_1_candidate_003,45080,Salmon Couscous Salad,6,ground black pepper to taste,ground black pepper,black pepper,,,,review_needed,fooddb_v1_1_draft_round2,food_black_pepper_powder,black_pepper_powder,review_needed,low,safe_alias_v1_1,safe_alias_v1_1:black pepper->food_black_pepper_powder; parse_status_review_gate
recipes_v1_1_candidate_004,48102,Seafood Lasagna II,1,1 (16 ounce) package lasagna noodles,lasagna noodles,lasagna noodles,1.0,package,,review_needed,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_004,48102,Seafood Lasagna II,2,2 tablespoons olive oil,olive oil,olive oil,2.0,tablespoon,27.0,parsed_clean,fooddb_v1_1_draft_round2,food_olive_oil_extra_virgin,olive_oil_extra_virgin,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:olive oil->food_olive_oil_extra_virgin
recipes_v1_1_candidate_004,48102,Seafood Lasagna II,3,"1 clove garlic, minced",garlic,garlic,1.0,clove,3.0,parsed_partial,fooddb_v1_1_draft_round2,food_garlic_fresh,garlic_fresh,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:garlic->food_garlic_fresh
recipes_v1_1_candidate_004,48102,Seafood Lasagna II,4,"1 pound baby portobello mushrooms, sliced",baby portobello mushrooms,baby portobello mushrooms,1.0,pound,453.59,parsed_partial,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_004,48102,Seafood Lasagna II,5,2 (16 ounce) jars Alfredo-style pasta sauce,Alfredo-style pasta sauce,alfredo style pasta sauce,2.0,jar,,review_needed,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_004,48102,Seafood Lasagna II,6,"1 pound shrimp, peeled and deveined",shrimp,shrimp,1.0,pound,453.59,parsed_partial,fooddb_v1_1_draft_round2,food_shrimp_or_prawn_raw,shrimp_or_prawn_raw,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:shrimp->food_shrimp_or_prawn_raw
recipes_v1_1_candidate_004,48102,Seafood Lasagna II,7,1 pound bay scallops,bay scallops,bay scallops,1.0,pound,453.59,parsed_clean,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_004,48102,Seafood Lasagna II,8,"1 pound imitation crabmeat, chopped",imitation crabmeat,imitation crabmeat,1.0,pound,453.59,parsed_partial,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_004,48102,Seafood Lasagna II,9,20 ounces ricotta cheese,ricotta cheese,ricotta cheese,20.0,ounce,566.99,parsed_clean,fooddb_v1_1_draft_round2,food_ricotta_cheese,ricotta_cheese,accepted_auto,high,exact_match,exact display_name match
recipes_v1_1_candidate_004,48102,Seafood Lasagna II,10,1 egg,egg,egg,1.0,count,50.0,parsed_partial,fooddb_v1_1_draft_round2,food_egg_raw,egg_raw,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:egg->food_egg_raw
recipes_v1_1_candidate_004,48102,Seafood Lasagna II,11,black pepper,black pepper,black pepper,,,,parsed_partial,fooddb_v1_1_draft_round2,food_black_pepper_powder,black_pepper_powder,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:black pepper->food_black_pepper_powder
recipes_v1_1_candidate_004,48102,Seafood Lasagna II,12,6 cups shredded Italian cheese blend,shredded Italian cheese blend,italian cheese blend,6.0,cup,,parsed_partial,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_005,12639,Portuguese Cod Fish Casserole,1,2 pounds salted cod fish,salted cod fish,salted cod fish,2.0,pound,907.18,parsed_clean,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_005,12639,Portuguese Cod Fish Casserole,2,"5 large potatoes, peeled and sliced",potatoes,potatoes,5.0,count,,parsed_partial,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_005,12639,Portuguese Cod Fish Casserole,3,"3 large onions, sliced",onions,onions,3.0,count,450.0,parsed_partial,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_005,12639,Portuguese Cod Fish Casserole,4,¾ cup olive oil,olive oil,olive oil,0.75,cup,162.0,parsed_clean,fooddb_v1_1_draft_round2,food_olive_oil_extra_virgin,olive_oil_extra_virgin,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:olive oil->food_olive_oil_extra_virgin
recipes_v1_1_candidate_005,12639,Portuguese Cod Fish Casserole,5,"2 cloves garlic, minced",garlic,garlic,2.0,clove,6.0,parsed_partial,fooddb_v1_1_draft_round2,food_garlic_fresh,garlic_fresh,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:garlic->food_garlic_fresh
recipes_v1_1_candidate_005,12639,Portuguese Cod Fish Casserole,6,1 tablespoon chopped fresh parsley,chopped fresh parsley,parsley,1.0,tablespoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_parsley_dried
recipes_v1_1_candidate_005,12639,Portuguese Cod Fish Casserole,7,1 ½ teaspoons crushed red pepper flakes,crushed red pepper flakes,red pepper flakes,1.5,teaspoon,,parsed_partial,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_005,12639,Portuguese Cod Fish Casserole,8,1 teaspoon paprika,paprika,paprika,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft_round2,food_paprika,paprika,accepted_auto,high,exact_match,exact canonical_name match
recipes_v1_1_candidate_005,12639,Portuguese Cod Fish Casserole,9,3 tablespoons tomato sauce,tomato sauce,tomato sauce,3.0,tablespoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_tomato_sauce_with_meat_or_bolognese_sauce_prepacked,food_tomato_sauce_with_onions_prepacked"
recipes_v1_1_candidate_006,48491,Filipino Pork Adobo,1,1 cup distilled white vinegar,distilled white vinegar,distilled white vinegar,1.0,cup,,parsed_partial,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_006,48491,Filipino Pork Adobo,2,1 cup soy sauce,soy sauce,soy sauce,1.0,cup,,parsed_partial,fooddb_v1_1_draft_round2,food_soy_sauce_prepacked,soy_sauce_prepacked,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:soy sauce->food_soy_sauce_prepacked
recipes_v1_1_candidate_006,48491,Filipino Pork Adobo,3,½ cup ketchup,ketchup,ketchup,0.5,cup,,parsed_partial,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_006,48491,Filipino Pork Adobo,4,1 tablespoon minced garlic,minced garlic,garlic,1.0,tablespoon,8.4,parsed_partial,fooddb_v1_1_draft_round2,food_garlic_fresh,garlic_fresh,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:garlic->food_garlic_fresh
recipes_v1_1_candidate_006,48491,Filipino Pork Adobo,5,3 bay leaves,bay leaves,bay leaves,3.0,count,,parsed_partial,fooddb_v1_1_draft_round2,food_bay_leaves,bay_leaves,accepted_auto,medium,normalized_match,normalized canonical_name match
recipes_v1_1_candidate_006,48491,Filipino Pork Adobo,6,1 teaspoon fresh-ground black pepper,fresh-ground black pepper,black pepper,1.0,teaspoon,2.3,parsed_partial,fooddb_v1_1_draft_round2,food_black_pepper_powder,black_pepper_powder,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:black pepper->food_black_pepper_powder
recipes_v1_1_candidate_006,48491,Filipino Pork Adobo,7,"2 ½ pounds lean pork, cut into 1 inch cubes",lean pork,pork,2.5,pound,1133.98,parsed_partial,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_006,48491,Filipino Pork Adobo,8,"1 pound small green beans, trimmed (Optional)",green beans,green beans,1.0,pound,453.59,parsed_partial,fooddb_v1_1_draft_round2,food_green_beans_cooked_unsalted,green_beans_cooked_unsalted,accepted_auto,high,safe_alias_v1_1,fooddb_v1_1_draft_addition_alias:green beans->food_green_beans_cooked_unsalted
recipes_v1_1_candidate_007,12470,Spicy Sausage and Rice Casserole,1,"28 ounces fresh, ground spicy pork sausage",ground spicy pork sausage,spicy pork sausage,28.0,ounce,793.79,parsed_partial,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_007,12470,Spicy Sausage and Rice Casserole,2,1 cup uncooked long-grain rice,uncooked long-grain rice,uncooked long grain rice,1.0,cup,185.0,parsed_clean,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_007,12470,Spicy Sausage and Rice Casserole,3,"1 slice onion, diced",onion,onion,1.0,slice,,parsed_partial,fooddb_v1_1_draft_round2,food_onion_raw,onion_raw,accepted_auto,medium,review_promotion_v1_1,review_promotion_v1_1:onion_family_exact:onion
recipes_v1_1_candidate_007,12470,Spicy Sausage and Rice Casserole,4,"3 cloves garlic, minced",garlic,garlic,3.0,clove,9.0,parsed_partial,fooddb_v1_1_draft_round2,food_garlic_fresh,garlic_fresh,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:garlic->food_garlic_fresh
recipes_v1_1_candidate_007,12470,Spicy Sausage and Rice Casserole,5,"1 green bell pepper, chopped",green bell pepper,green bell pepper,1.0,count,,parsed_partial,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_007,12470,Spicy Sausage and Rice Casserole,6,"1 red bell pepper, chopped",red bell pepper,red bell pepper,1.0,count,,parsed_partial,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_007,12470,Spicy Sausage and Rice Casserole,7,"1 (28 ounce) can whole peeled tomatoes, crushed",whole peeled tomatoes,whole tomatoes,1.0,can,,review_needed,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_007,12470,Spicy Sausage and Rice Casserole,8,1 cup chicken broth,chicken broth,chicken broth,1.0,cup,240,parsed_partial,fooddb_v1_1_draft_round2,food_chicken_broth_ready_to_serve,chicken_broth_ready_to_serve,accepted_auto,medium,round2_promotion_v1_1,round2_promotion_v1_1:chicken_broth_exact
recipes_v1_1_candidate_007,12470,Spicy Sausage and Rice Casserole,9,1 teaspoon salt,salt,salt,1.0,teaspoon,6.0,parsed_clean,fooddb_v1_1_draft_round2,food_salt_white_sea_igneous_or_rock_no_enrichment,salt_white_sea_igneous_or_rock_no_enrichment,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:salt->food_salt_white_sea_igneous_or_rock_no_enrichment
recipes_v1_1_candidate_007,12470,Spicy Sausage and Rice Casserole,10,1 teaspoon ground black pepper,ground black pepper,black pepper,1.0,teaspoon,2.3,parsed_partial,fooddb_v1_1_draft_round2,food_black_pepper_powder,black_pepper_powder,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:black pepper->food_black_pepper_powder
recipes_v1_1_candidate_007,12470,Spicy Sausage and Rice Casserole,11,1 teaspoon cayenne pepper,cayenne pepper,cayenne pepper,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft_round2,food_cayenne_pepper,cayenne_pepper,accepted_auto,high,exact_match,exact display_name match
recipes_v1_1_candidate_008,46240,White Chili with Ground Turkey,1,1 ½ pounds ground turkey,ground turkey,turkey,1.5,pound,680.39,parsed_clean,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_008,46240,White Chili with Ground Turkey,2,"1 onion, chopped",onion,onion,1.0,count,110.0,parsed_partial,fooddb_v1_1_draft_round2,food_onion_raw,onion_raw,accepted_auto,medium,review_promotion_v1_1,review_promotion_v1_1:onion_family_exact:onion
recipes_v1_1_candidate_008,46240,White Chili with Ground Turkey,3,"3 cloves garlic, minced",garlic,garlic,3.0,clove,9.0,parsed_partial,fooddb_v1_1_draft_round2,food_garlic_fresh,garlic_fresh,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:garlic->food_garlic_fresh
recipes_v1_1_candidate_008,46240,White Chili with Ground Turkey,4,"2 (4 ounce) cans canned green chile peppers, chopped",canned green chile peppers,canned green chile peppers,2.0,can,,review_needed,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_008,46240,White Chili with Ground Turkey,5,1 tablespoon ground cumin,ground cumin,cumin,1.0,tablespoon,,parsed_partial,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_008,46240,White Chili with Ground Turkey,6,1 tablespoon dried oregano,dried oregano,oregano,1.0,tablespoon,3,parsed_partial,fooddb_v1_1_draft_round2,food_oregano_dried,oregano_dried,accepted_auto,medium,round2_promotion_v1_1,round2_promotion_v1_1:dried_herb_exact:oregano; parsed_name=dried oregano
recipes_v1_1_candidate_008,46240,White Chili with Ground Turkey,7,1 teaspoon ground cinnamon,ground cinnamon,cinnamon,1.0,teaspoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_cinnamon_powder
recipes_v1_1_candidate_008,46240,White Chili with Ground Turkey,8,ground cayenne pepper to taste,ground cayenne pepper,cayenne pepper,,,,review_needed,fooddb_v1_1_draft_round2,food_cayenne_pepper,cayenne_pepper,review_needed,low,exact_match,exact display_name match; parse_status_review_gate
recipes_v1_1_candidate_008,46240,White Chili with Ground Turkey,9,ground white pepper to taste,ground white pepper,white pepper,,,,review_needed,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,family_name_candidate_only; candidate_count=1; preview=food_white_pepper_powder
recipes_v1_1_candidate_008,46240,White Chili with Ground Turkey,10,5 cups chicken broth,chicken broth,chicken broth,5.0,cup,1200,parsed_partial,fooddb_v1_1_draft_round2,food_chicken_broth_ready_to_serve,chicken_broth_ready_to_serve,accepted_auto,medium,round2_promotion_v1_1,round2_promotion_v1_1:chicken_broth_exact
recipes_v1_1_candidate_008,46240,White Chili with Ground Turkey,11,3 (15 ounce) cans cannellini beans,cannellini beans,cannellini beans,3.0,can,,review_needed,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_008,46240,White Chili with Ground Turkey,12,2 cups shredded Monterey Jack cheese,shredded Monterey Jack cheese,monterey jack cheese,2.0,cup,,parsed_partial,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_009,31648,Polish Stuffed Cabbage,1,1 medium head cabbage,head cabbage,head cabbage,1.0,count,,parsed_partial,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_009,31648,Polish Stuffed Cabbage,2,water to cover,water to cover,water to cover,,,,review_needed,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,out_of_scope_non_food_or_non_nutrition_line
recipes_v1_1_candidate_009,31648,Polish Stuffed Cabbage,3,1 pound ground beef,ground beef,beef,1.0,pound,453.59,parsed_clean,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_009,31648,Polish Stuffed Cabbage,4,1 cup cooked rice,cooked rice,rice,1.0,cup,185.0,parsed_clean,fooddb_v1_1_draft_round2,food_rice_cooked_unsalted,rice_cooked_unsalted,accepted_auto,medium,review_promotion_v1_1,review_promotion_v1_1:rice_preparation_clear:cooked rice; parsed_name=cooked rice
recipes_v1_1_candidate_009,31648,Polish Stuffed Cabbage,5,garlic powder to taste,garlic powder,garlic powder,,,,review_needed,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_009,31648,Polish Stuffed Cabbage,6,1 egg,egg,egg,1.0,count,50.0,parsed_partial,fooddb_v1_1_draft_round2,food_egg_raw,egg_raw,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:egg->food_egg_raw
recipes_v1_1_candidate_009,31648,Polish Stuffed Cabbage,7,1 (12 fluid ounce) can tomato juice,tomato juice,tomato juice,1.0,can,,review_needed,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_009,31648,Polish Stuffed Cabbage,8,1 tablespoon vinegar,vinegar,vinegar,1.0,tablespoon,15.0,parsed_clean,fooddb_v1_1_draft_round2,food_vinegar,vinegar,accepted_auto,high,exact_match,exact canonical_name match
recipes_v1_1_candidate_009,31648,Polish Stuffed Cabbage,9,1 tablespoon white sugar,white sugar,white sugar,1.0,tablespoon,12.5,parsed_clean,fooddb_v1_1_draft_round2,food_sugar_white,sugar_white,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:white sugar->food_sugar_white
recipes_v1_1_candidate_009,31648,Polish Stuffed Cabbage,10,water to cover,water to cover,water to cover,,,,review_needed,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,out_of_scope_non_food_or_non_nutrition_line
recipes_v1_1_candidate_010,14446,Angela's Asian-Inspired Chicken Noodle Soup,1,3 cups water,water,water,3.0,cup,720.0,parsed_clean,fooddb_v1_1_draft_round2,food_water_municipal,water_municipal,accepted_auto,medium,review_promotion_v1_1,review_promotion_v1_1:water_low_macro_impact
recipes_v1_1_candidate_010,14446,Angela's Asian-Inspired Chicken Noodle Soup,2,1 (3 ounce) package chicken-flavored ramen noodles,chicken-flavored ramen noodles,chicken flavored ramen noodles,1.0,package,,review_needed,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_010,14446,Angela's Asian-Inspired Chicken Noodle Soup,3,2 cups chopped cooked chicken breast,chopped cooked chicken breast,chicken breast,2.0,cup,,parsed_partial,fooddb_v1_1_draft_round2,food_chicken_breast_without_skin_raw,chicken_breast_without_skin_raw,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:chicken breast->food_chicken_breast_without_skin_raw
recipes_v1_1_candidate_010,14446,Angela's Asian-Inspired Chicken Noodle Soup,4,"2 leaves bok choy, sliced",bok choy,bok choy,2.0,leaf,,parsed_partial,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_010,14446,Angela's Asian-Inspired Chicken Noodle Soup,5,"1 carrot, sliced",carrot,carrot,1.0,count,60,parsed_partial,fooddb_v1_1_draft_round2,food_carrot_raw,carrot_raw,accepted_auto,medium,round2_promotion_v1_1,round2_promotion_v1_1:carrot_family_exact:carrot
recipes_v1_1_candidate_010,14446,Angela's Asian-Inspired Chicken Noodle Soup,6,1 teaspoon sesame oil,sesame oil,sesame oil,1.0,teaspoon,4.5,parsed_clean,fooddb_v1_1_draft_round2,food_sesame_oil,sesame_oil,accepted_auto,high,exact_match,exact display_name match
recipes_v1_1_candidate_011,52979,Grilled Mediterranean Vegetable Sandwich,1,"1 eggplant, sliced into strips",eggplant,eggplant,1.0,count,50.0,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_eggplant_cooked,food_eggplant_raw"
recipes_v1_1_candidate_011,52979,Grilled Mediterranean Vegetable Sandwich,2,2 red bell peppers,red bell peppers,red bell peppers,2.0,count,,parsed_partial,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_011,52979,Grilled Mediterranean Vegetable Sandwich,3,"2 tablespoons olive oil, divided",olive oil,olive oil,2.0,tablespoon,27.0,parsed_partial,fooddb_v1_1_draft_round2,food_olive_oil_extra_virgin,olive_oil_extra_virgin,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:olive oil->food_olive_oil_extra_virgin
recipes_v1_1_candidate_011,52979,Grilled Mediterranean Vegetable Sandwich,4,"2 portobello mushrooms, sliced",portobello mushrooms,portobello mushrooms,2.0,count,,parsed_partial,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
recipes_v1_1_candidate_011,52979,Grilled Mediterranean Vegetable Sandwich,5,"3 cloves garlic, crushed",garlic,garlic,3.0,clove,9.0,parsed_partial,fooddb_v1_1_draft_round2,food_garlic_fresh,garlic_fresh,accepted_auto,high,safe_alias_v1_1,safe_alias_v1_1:garlic->food_garlic_fresh
recipes_v1_1_candidate_011,52979,Grilled Mediterranean Vegetable Sandwich,6,4 tablespoons mayonnaise,mayonnaise,mayonnaise,4.0,tablespoon,,parsed_partial,fooddb_v1_1_draft_round2,,,review_needed,low,review_candidate,"family_name_candidate_only; candidate_count=2; preview=food_mayonnaise_70_fat_and_more_prepacked,food_mayonnaise_reduced_fat_or_light_mayonnaise_prepacked"
recipes_v1_1_candidate_011,52979,Grilled Mediterranean Vegetable Sandwich,7,1 (1 pound) loaf focaccia bread,loaf focaccia bread,loaf focaccia bread,1.0,count,,parsed_partial,fooddb_v1_1_draft_round2,,,unmapped,low,no_match,no_exact_normalized_or_safe_alias_match
