pilot_recipe_id,source_row_number,recipe_signature,recipe_title,category,subcategory,description,ingredients_json,directions_json,num_ingredients,num_steps,duplicate_group_size,selection_bucket,selection_score,noise_score,packaging_count,alternative_count,optional_count,brand_hint_count
pilot_recipe_011,46975,fc1fb921e54a2e1098bb481f96546faeff246df4,Restaurant-Style Prime Rib Roast,Main Dishes,Roasts,Learn how long to cook prime rib with this rib roast recipe that took years to formulate. It makes the most out of this cut of meat and is perfect for any special occasion.,"[""1 (14 pound) roast-ready prime rib roast (ribs cut off and tied to roast)"", ""aluminum foil"", ""\u00be cup all-purpose flour"", ""2 teaspoons freshly ground black pepper"", ""2 teaspoons salt"", ""2 teaspoons paprika"", ""1 teaspoon onion powder"", ""\u00bd teaspoon garlic powder"", ""\u00bc teaspoon celery seed""]","[""Remove rib roast from the refrigerator. Allow it to come to room temperature for about 3 hours, depending on its size."", ""Preheat the oven to 425 degrees F (220 degrees C). Line a roasting pan with aluminum foil."", ""Place rib roast onto the prepared roasting pan; blot with paper towels. Sift together flour, pepper, salt, paprika, onion powder, garlic powder, and celery seed into a bowl. Coat roast all over with flour mixture."", ""Roast in the preheated oven until cooked to your desired degree of doneness, about 4 1/2 hours (20 minutes a pound) for medium-rare. An instant-read thermometer inserted into the center should read at least 120 degrees F (49 degrees C) for medium-rare, 130 degrees F (54 degrees C) for medium, or 140 degrees F (60 degrees C) for well-done."", ""Cover roast with aluminum foil. Let rest on the counter in a warm spot for 30 minutes to 1 hour before slicing.""]",9,5,5,main_dishes,9.9,0,0,0,0,0
pilot_recipe_012,26735,52f24e2cdf5dd1460db3d0c17935647df0cffa3f,Steak Chimichurri Dense Bean Salad,Dinner,Beef Steaks,"This steak chimichurri dense bean salad combines marinated, grilled flank steak with beans, herbs, and a chimichurri vinaigrette.","[""1 1/2 teaspoons chili powder"", ""1 teaspoon onion powder"", ""2 cloves garlic"", ""1/2 teaspoon dried oregano"", ""1 1/2 teaspoons salt"", ""2 teaspoons lemon juice"", ""1 tablespoon red wine vinegar"", ""3 tablespoons olive oil"", ""1 pound flank steak""]","[""Combine chili powder, onion powder, garlic, oregano, salt, lemon juice, wine vinegar, and olive oil in a large resealable plastic bag. Add steak, squeeze out any excess air from the bag, and seal the bag. Refrigerate steak to marinate overnight."", ""Remove steak from the bag; discard marinade. Heat an outdoor grill or grill pan for medium-high heat. Grill steak, undisturbed, until browned and easy to release from pan, 4 to 5 minutes. Flip steak and cook an additional 4 or 5 minutes for medium-rare to medium, or to desired doneness. Remove steak from the heat to a cutting board and rest for 10 minutes."", ""Meanwhile, for salad, combine parsley, cilantro, onion, roasted peppers, garbanzo beans, pinto beans, and cheese in a large bowl."", ""For dressing, whisk garlic, crushed red pepper, oregano, wine vinegar, lemon juice, olive oil and salt together in a separate bowl until well combined. Pour dressing over bean mixture and toss well."", ""Cut steak into bite-sized pieces; add to bean salad along with any accumulated juices. Toss well to coat and serve immediately or refrigerate until ready to serve.""]",9,5,5,dinner,9.9,0,0,0,0,0
pilot_recipe_013,45849,f8cda5f1d22bede32214c30103dfe0e9dab2f216,Garlic Ginger Chicken Meatball Bowls,Main Dishes,Meatballs,"Chicken meatballs star in this dish. In fact, they can be used for Asian-inspired lettuce wraps, in soup, or in a stir-fry. The cooking technique ensures that the meatballs stay tender.","[""1 ground chicken"", ""4 cloves garlic, minced"", ""1 piece fresh ginger, peeled and minced"", ""1/2 onion, finely minced"", ""1 tablespoon light soy sauce"", ""1 tablespoon sake"", ""1 large egg, lightly beaten"", ""1/4 cup panko breadcrumbs"", ""1/4 cup green onions""]","[""Combine ground chicken, garlic, ginger, onion, 1 tablespoon light soy sauce, sake, egg, panko, and green onions in a bowl. Gently mix and form into 1-inch meatballs. Place shaped meatballs onto a parchment lined tray."", ""For sauce, whisk together 2 teaspoons light soy sauce, dark soy sauce, honey, oyster sauce, water, and cornstarch in a bowl; set aside."", ""Bring a large pot of water to a boil over high heat. Using a spider or slotted spoon, carefully lower chicken meatballs into boiling water - you may have to do this in batches. Cook until meatballs float to the top, 3 to 4 minutes. Remove meatballs with a spider or slotted spoon."", ""Heat sesame oil in a wok. Add chicken meatballs, and cook until lightly browned, about 3 minutes. Pour sauce ingredients into the wok. Add the mixed vegetables, toss to mix. Cook until vegetables are crisp-tender, about 5 minutes."", ""Place 1/2 cup cooked jasmine rice in each bowl or on each plate. Add cooked vegetables and chicken meatballs. Serve immediately.""]",9,5,6,main_dishes,9.88,0,0,0,0,0
pilot_recipe_014,47646,ff600d4305c45d294a54d811bf9d07aa80d818f5,Marinated Tuna Steak,Main Dishes,Summer Main Dishes,"This tuna steak recipe includes a tangy marinade made with orange juice, soy sauce, and garlic for a wonderful taste.","[""\u00bc cup orange juice"", ""\u00bc cup soy sauce"", ""2 tablespoons olive oil"", ""2 tablespoons chopped fresh parsley"", ""1 tablespoon lemon juice"", ""1 clove garlic, minced"", ""\u00bd teaspoon chopped fresh oregano"", ""\u00bd teaspoon ground black pepper"", ""4 (4 ounce) tuna steaks""]","[""Gather all ingredients."", ""Mix orange juice, soy sauce, olive oil, parsley, lemon juice, garlic, oregano, and pepper together in a large non-reactive dish until well combined. Place tuna steaks in marinade and turn to coat. Cover the dish with plastic wrap and marinate in the refrigerator for at least 30 minutes."", ""Preheat an outdoor grill for high heat and lightly oil the grate. Remove tuna steaks from the marinade and shake off excess; reserve marinade for basting."", ""Cook tuna steaks on the preheated grill for 5 to 6 minutes; flip steaks and baste with reserved marinade. Cook for an additional 5 minutes, or to desired doneness. Discard any remaining marinade."", ""Serve and enjoy!""]",9,5,6,main_dishes,9.88,0,0,0,0,0
pilot_recipe_015,46542,4d94b5c8f8dbda9f17e36ea96cc44a8dfcf4839c,"Easy Bacon, Onion, and Cheese-Stuffed Burgers",Main Dishes,Burgers,"These wonderful cheese-stuffed burgers with bacon and caramelized onions are easy to adapt to suit different tastes. My kids, who normally don't have onions on their burgers, really enjoyed these. You can pan-fry them instead of grilling if you prefer.","[""3 pounds ground beef"", ""3 tablespoons barbecue sauce"", ""\u00bd teaspoon garlic powder"", ""\u00bd teaspoon ground black pepper"", ""\u00bc teaspoon salt"", ""\u00bd pound bacon, cut into 1/4 inch pieces"", ""1 medium onion, finely chopped"", ""\u00be cup shredded Cheddar cheese"", ""6 hamburger buns, split""]","[""Mix ground beef, barbecue sauce, garlic powder, black pepper, and salt in a large mixing bowl, using your hands. Shape a small handful at a time (approximately 1/4 pound) into 12 thin patties. Lay patties out on a cookie sheet and cover with plastic wrap; place patties in the refrigerator."", ""Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 5 minutes. Remove bacon from skillet with a slotted spoon and drain on paper towels. Reduce the heat to medium and cook onions in remaining bacon drippings until soft and just beginning to brown. Mix onions and bacon in a small bowl."", ""Preheat an outdoor grill for medium heat and lightly oil the grate."", ""Meanwhile, remove beef patties from the refrigerator; top 6 patties with 1- 1/2 tablespoons of bacon and onion mixture, and sprinkle with shredded cheese. Top each with one of the remaining patties and press the edges together to seal."", ""Grill stuffed patties until beef is no longer pink in the center, about 4 to 5 minutes per side. An instant-read thermometer inserted into the center should read at least 160 degrees F (70 degrees C). Serve on hamburger buns with condiments of your choice.""]",9,5,8,main_dishes,9.84,0,0,0,0,0
pilot_recipe_016,47023,fe8148277c1866f673ae447d04438fcb65b6a905,Quick Beef Stir-Fry,Main Dishes,Stir-Fries,Quick and easy beef stir-fry recipe. I make this on my busiest weeknights.,"[""2 tablespoons vegetable oil"", ""1 pound beef sirloin, cut into 2-inch strips"", ""1 \u00bd cups fresh broccoli florets"", ""1 red bell pepper, cut into matchsticks"", ""2 carrots, thinly sliced"", ""1 green onion, chopped"", ""1 teaspoon minced garlic"", ""2 tablespoons soy sauce"", ""2 tablespoons sesame seeds, toasted""]","[""Gather all ingredients."", ""Heat vegetable oil in a large wok or skillet over medium-high heat; add beef and stir-fry until browned, 3 to 4 minutes."", ""Move beef to the side of the wok and add broccoli, bell pepper, carrots, green onion, and garlic to the center of the wok; stir-fry vegetables for 2 minutes."", ""Stir beef into vegetables and season with soy sauce and sesame seeds. Continue to cook and stir until vegetables are tender, about 2 more minutes."", ""Serve hot and enjoy!""]",9,5,8,main_dishes,9.84,0,0,0,0,0
pilot_recipe_017,45823,ef2688e45dfdd9c2af28ab0ac78f0ce92d3d38ed,Apple Butter Meatballs,Main Dishes,Meatballs,"These apple butter meatballs combine savory ground beef and pork with a sweet and tangy apple butter glaze. The meatballs are baked until golden, then tossed in a smooth glaze made from apple butter, bourbon, soy sauce, and a touch of maple syrup. It's an easy yet flavorful dish, perfect as an appetizer or paired with a side for a quick and satisfying meal.","[""1/2 pound ground beef"", ""1/2 pound ground pork"", ""1/4 cup panko bread crumbs"", ""1/4 cup white onion"", ""1 large egg"", ""1/4 cup milk"", ""3/4 teaspoon salt"", ""1/2 teaspoon granulated garlic"", ""1/4 teaspoon black pepper""]","[""Preheat the oven to 375 degrees F (190 degrees C). Line a baking sheet with parchment paper."", ""Combine ground beef, ground pork, panko, onion, milk, egg, salt, granulated garlic, and pepper in a large bowl. If mixture is too soft or wet, place in the refrigerator for 15 to 20 minutes to firm up before rolling. Shape into 24 meatballs, about 1 1/2 inches in diameter, and place on the prepared baking sheet."", ""Bake meatballs in the preheated oven until no longer pink at the center and browned on the outside, about 20 minutes. An instant read thermometer inserted into the center of meatballs should read 165 degrees F (74 degrees C)."", ""Meanwhile, prepare apple butter bourbon glaze. In a small saucepan, whisk together apple butter, bourbon, soy sauce, maple syrup, and Dijon mustard. Bring to a simmer over medium-low heat and stir frequently until the sauce is smooth and just thickened, 5 to 7 minutes."", ""Remove meatballs from the oven and transfer to a large bowl. Pour glaze over meatballs and gently toss to coat evenly. Serve warm.""]",9,5,9,main_dishes,9.82,0,0,0,0,0
pilot_recipe_018,48383,bd5bc26e8a49423a4d79c40661c7429d892f87b4,Chicken Bog,Main Dishes,Southern Main Dishes,"Chicken bog is a cross between a casserole and a stew. It's chock-full of chicken, sausage, rice, and onions, and it's great comfort food when it's cold outside. When you're feeling ""bogged"" down, make some chicken bog to cheer yourself up! This recipe is what's called ""Lowcountry cooking,"" a term used in the coastal regions of South Carolina, where chicken bog is often served in restaurants.","[""6 cups water"", ""1 (3 pound) whole chicken"", ""1 medium onion, chopped"", ""1 tablespoon salt"", ""3 \u00bd cups chicken broth"", ""\u00bd pound smoked sausage of your choice, sliced"", ""1 cup long-grain white rice"", ""2 tablespoons Italian-style seasoning"", ""2 cubes chicken bouillon""]","[""Gather all ingredients."", ""Bring water, chicken, onion, and salt to a boil in a large pot over medium heat. Reduce the heat, cover, and simmer until chicken is no longer pink at the bone and the juices run clear, about 1 hour. An instant-read thermometer inserted into the thickest part of the thigh, near the bone, should read at least 165 degrees F (74 degrees C)."", ""Transfer chicken to a cutting board to cool for 10 to 15 minutes."", ""Skim and discard fat from cooking liquid. Measure 3 1/2 cups cooking liquid and place into a 6-quart saucepan. Discard remaining cooking liquid."", ""Remove and discard chicken skin and bones. Chop meat into bite-sized pieces."", ""Add chicken to the cooking liquid in the saucepan. Add sausage, rice, Italian seasoning, and bouillon. Set over medium-low heat and cook for 30 minutes. Reduce the heat to low, cover, and cook, stirring often, until thickened to desired consistency, 10 to 20 more minutes.""]",9,6,1,main_dishes,9.73,0,0,0,0,0
pilot_recipe_019,59806,b56d1fd883ec4cdec94a80820e0d273f6628fd4c,Easy Grilled Vegetables,Vegetarian,Vegetarian Bbq & Grilling,"These grilled vegetables are quick and easy to make for the perfect summer side dish to grilled meat or fish. Mushrooms, zucchini, bell pepper, and red onion are brushed with an olive oil and balsamic marinade that's full of Mediterranean flavors.","[""2 tablespoons olive oil"", ""1 teaspoon balsamic vinegar"", ""1 teaspoon lemon juice"", ""\u00bd teaspoon dried rosemary"", ""\u00bd teaspoon dried oregano"", ""8 large mushrooms, quartered"", ""1 large zucchini, quartered"", ""1 large green bell pepper, cut into pieces"", ""1 large red onion, cut into pieces""]","[""Preheat an outdoor grill for high heat."", ""Stir olive oil, balsamic vinegar, lemon juice, rosemary, and oregano together in a bowl."", ""Place mushrooms, zucchini, bell pepper, and onion in a deep grill-safe pan and brush with oil mixture."", ""Place the pan on the preheated grill and cook until vegetables are tender, turning once, 10 to 15 minutes.""]",9,4,1,vegetarian,9.73,0,0,0,0,0
pilot_recipe_020,26910,dab0f1ee03fcc8b1a1e1ceb7273c7d84271ca1f3,Hot Honey Grilled Carrots,Dinner,Side Dishes,The sauce on these hot honey grilled carrots has a great balance of flavors that compliment the charred sweet carrots. It's a simple yet beautiful side dish.,"[""1 pound carrots"", ""1 teaspoon vegetable oil"", ""2 tablespoons honey"", ""1 tablespoon gochujang"", ""1 tablespoon butter,"", ""1 teaspoon lime juice"", ""1/8 teaspoon salt"", ""1 pinch crushed red pepper"", ""1 tablespoon fresh cilantro""]","[""Gather all ingredients. Preheat an outdoor grill for medium-high heat, 425 degrees F (220 degrees C)."", ""Brush carrots with oil and grill, covered, over direct heat until fork tender and lightly charred, 14 to16 minutes."", ""Meanwhile whisk together honey, gochujang, butter, lime juice, salt, and crushed red pepper, if using, in a small bowl."", ""Brush cooked carrots with honey mixture, and grill 1 minute more."", ""Transfer carrots to a serving platter. Drizzle with remaining honey mixture."", ""Sprinkle with cilantro to serve.""]",9,6,1,dinner,9.73,0,0,0,0,0
pilot_recipe_021,48644,ca71399656c0c8c7891514c142cf5dac81fb95b7,Miso Salmon,Main Dishes,Japanese Main Dishes,This Japanese-style broiled miso salmon is an easy recipe I came up with at the request of my family. It tastes just like some we've had at Japanese restaurants. Serve with sticky white rice and a light salad.,"[""2 (1 1/2-pound) salmon fillets, skin removed"", ""1 cup miso paste"", ""\u00bd cup brown sugar"", ""\u00bd cup prepared soy-ginger salad dressing"", ""\u00bc cup sake"", ""\u00bc cup water"", ""3 tablespoons seasoned rice vinegar"", ""2 tablespoons sesame seeds"", ""1 teaspoon sesame oil""]","[""Preheat the oven to 400 degrees F (200 degrees C)."", ""Fill a large skillet with about 1 inch of water and bring to a boil. Poach fish just until cooked on the outside, about 2 minutes per side. Transfer fillets to a broiler pan."", ""Stir together miso paste, brown sugar, salad dressing, sake, water, rice vinegar, sesame seeds, and sesame oil in a small bowl. Spread over the tops of the salmon fillets."", ""Bake in the preheated oven until almost cooked through, about 15 minutes. Switch the oven to broil, and broil until the top is browned and bubbly, about 5 more minutes. Cut fillets into portions to serve.""]",9,4,1,main_dishes,9.73,0,0,0,0,0
